test_suite,[img_level] ms_miss,[img_level] ms_ghost,[img_level] ms_miss_ghost,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_miss_std,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_ghost_std,[obj_level] kill_rate_miss_ghost_mean,[obj_level] kill_rate_miss_ghost_std,[match] iou_mean,[match] match_rate,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] miss_rate,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] ghost_rate,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff
normal,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.00035273368606699996,0.0010582010582010444,0.00035273368606699996,0.0010582010582010444,0.02846876536473172,1.0,0.0,0.0031033190074531663,0.0004088853412792659,0.35419551329783006,0.898587128730838,0.0,0.0,0.0,0.0,0.0,0.0,0.0010582010582010444,0.0010582010582010444,0.0005335731173432556,0.001058196976605978,0.0010582010582010444,0.0010582010582010444
different_exposure,1.0,0.6666666666666666,1.0,0.0032288698955365,0.003704997209711367,0.0011870845204178223,0.002885160685695889,0.004415954415954366,0.006477312471997022,0.036572421316085735,0.9967711301044635,0.0032288698955365,0.006856601630943266,0.0037761325896744444,0.3392849977741574,0.8944993876078497,0.008689458689458645,0.008689458689458645,0.007802398921671834,0.008689443594995412,0.008689458689458645,0.008689458689458645,0.0028727445394111668,0.0028727445394111668,0.0026551110688502666,0.002872529314799045,0.002645191465346689,0.0028727445394111668
