,case_study,model,dropout_rate,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_miss_ghost_mean,[match] iou_mean,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff,[obj_level] kill_rate_miss_mean_CI95,[obj_level] kill_rate_ghost_mean_CI95,[obj_level] kill_rate_miss_ghost_mean_CI95,[match] iou_mean_CI95,[match] vr_diff_CI95,[match] ie_diff_CI95,[match] mi_diff_CI95,[match] var_diff_CI95,[match] ps_diff_CI95,[miss] vr_diff_CI95,[miss] ie_diff_CI95,[miss] mi_diff_CI95,[miss] var_diff_CI95,[miss] ps_diff_CI95,[ghost] vr_diff_CI95,[ghost] ie_diff_CI95,[ghost] mi_diff_CI95,[ghost] var_diff_CI95,[ghost] ps_diff_CI95
10,social_perception,yunet_n,0.15,0.25013713464311044,0.2471033680993419,0.4215748115513585,0.3515368654596005,0.253131506529079,0.20210922253004943,0.25126860165136183,0.9186889447452234,0.972197233218337,0.4832351469391109,0.38246547841930256,0.4832345240914263,0.4832351469391109,0.4832351469391109,0.15581937935415535,0.10360135649915822,0.15499200100016305,0.08024356309324457,0.10275659178490673,0.3500619069429711,0.2561238043579353,0.44859079774651345,0.3523006829819386,0.3283318111835457,0.26496976380266596,0.3400226218095525,0.13670147832483528,0.01402787101241106,0.10065394747524321,0.07476195905250736,0.10065383113935858,0.10065394747524321,0.10065394747524321,0.0037445068411780602,0.0014846394420965998,0.00358614013021622,0.004566798266592001,0.00313357781713184
11,social_perception,yunet_n,0.2,0.28008420922482513,0.2870665386219252,0.4709587023856228,0.38079139337196866,0.2811828937909585,0.22036282002336888,0.27779808419338636,0.9326027302765173,0.9699813716034693,0.5221280050826385,0.4097925272037948,0.5221273353490368,0.5221280050826385,0.5221280050826385,0.14990010688341102,0.100178733842996,0.14901987467253633,0.08134337452052379,0.10319068905026244,0.3823613232511892,0.27995779543608873,0.46764070929869045,0.3704537376845273,0.3524405600987949,0.28162636124519297,0.3647518795557586,0.10790551881452917,0.01933197500005088,0.10503164150841719,0.07719260810297052,0.10503153419166664,0.10503164150841719,0.10503164150841719,0.007187228198283499,0.0018220456226785398,0.00691301637204228,0.00339010064398704,0.0017312262154407
12,social_perception,yunet_n,0.25,0.30547622937119645,0.3243455054352771,0.5134505758697975,0.40452934752992464,0.3055569694927228,0.23508538998265477,0.3001177129473306,0.9420697672275515,0.9681064486153179,0.5466481130837002,0.4253437813060786,0.5466474124063311,0.5466481130837002,0.5466481130837002,0.1462245347649168,0.09784768549509432,0.14533144680074747,0.08265896537197207,0.10336222449330598,0.41282431307941597,0.3020785862630512,0.484314052181129,0.3836589508724975,0.37096629729362174,0.29402722093476125,0.3835153062150811,0.08430984258070709,0.02377552701342934,0.12280051588604328,0.09107368968529543,0.1228003717354786,0.12280051588604328,0.12280051588604328,0.006805099861148439,0.0017720249943982802,0.0064556898352460795,0.0028662500951987,0.0026803083285948
13,social_perception,yunet_n,0.3,0.32718408200627025,0.35958273345592634,0.5502866798569925,0.4224850745079814,0.3258867334205928,0.2456611300123374,0.3178813233438568,0.9488824655613236,0.9668225129442073,0.5648573009035536,0.4364522122441059,0.5648565719784651,0.5648573009035536,0.5648573009035536,0.14385789709428085,0.09616655399907195,0.14294381914093265,0.08363374277391582,0.1030696668384284,0.4333324618675739,0.3262133333676926,0.493824239456213,0.39203006251875816,0.3824690484032873,0.3034012826209289,0.39607018636591296,0.06759760403164554,0.028522437199653562,0.13920544576917576,0.10457329270117613,0.13920530039310805,0.13920544576917576,0.13920544576917576,0.01011280774017726,0.00238949584384004,0.00980922260623808,0.00236689054005868,0.00171375722200968
14,social_perception,yunet_n,0.35,0.349531613800335,0.39468813842865824,0.586241051141371,0.4412494545630189,0.3478014403169807,0.25723339453101,0.3373504016505839,0.9535195652976093,0.9657344713487325,0.5786517312247355,0.4438601073445696,0.5786509873176439,0.5786517312247355,0.5786517312247355,0.14242060838465448,0.09491552873302284,0.1414453827706931,0.0842917718766448,0.10337536029580943,0.450021360852854,0.3486706560139202,0.4988990163123509,0.3992634862425897,0.3919822581149087,0.3110736686738268,0.4062886368273605,0.05390178033743348,0.03378266769998164,0.15274242678018907,0.1152559502970358,0.1527422528336984,0.15274242678018907,0.15274242678018907,0.01166233582159774,0.0033047268714027204,0.01136072839091096,0.00229229781487078,0.0018654200750076798
15,social_perception,yunet_n,0.4,0.3688436449609993,0.4314797991752938,0.6198884123711486,0.4580874775536089,0.36763006555830907,0.26709660974511396,0.35515188107699003,0.957180670187244,0.9646104275788219,0.5878386666730908,0.44758494247957187,0.5878379079094433,0.5878386666730908,0.5878386666730908,0.14183560013387486,0.0940996500225065,0.14082566727104,0.08485156502193993,0.10314045608057824,0.464437424492081,0.3703597038229532,0.5005403448357209,0.4021384177837157,0.39569928515925207,0.31405754340485714,0.41104186901040096,0.0437519878667816,0.03677809243735356,0.16951938336698036,0.12993757269405842,0.1695191994778295,0.16951938336698036,0.16951938336698036,0.01520668163304702,0.0042673804637640405,0.014777151037192283,0.0025355545434644603,0.0018330442427192599
16,social_perception,yunet_n,0.45,0.3893086050647804,0.46699022249996974,0.6518936675513682,0.4752933431203935,0.3879339698886505,0.2770242545485048,0.37349207701551385,0.9600987018953034,0.9632453273670066,0.594691297704447,0.4500970956710402,0.5946905314839932,0.594691297704447,0.594691297704447,0.141846651204252,0.09357754504811147,0.14077320917000288,0.08540370223629708,0.1030876174665009,0.476866403702077,0.38976861550910985,0.49849236991000323,0.40174136204397753,0.39518581401680886,0.3151844203427205,0.4123733313137534,0.034226678738692604,0.03994641582782325,0.19168864328665716,0.1470155285341975,0.1916884400971311,0.19168864328665716,0.19168864328665716,0.016471491791985877,0.0043026005883201,0.016019003486582258,0.0021370197424979,0.002260918205414
17,social_perception,yunet_n,0.5,0.4087516544916312,0.5024645290800802,0.6822219040465709,0.4918746607304777,0.4061943065183965,0.2860143210345591,0.3906755726163956,0.9626716631962736,0.9622055022151557,0.5945424832924436,0.4467118794934314,0.594541718037981,0.5945424832924436,0.5945424832924436,0.1424026227969656,0.09323483953742459,0.14130266163218494,0.0857398067570166,0.10316762188545794,0.4881501846029301,0.41256055885157233,0.49699861717568644,0.39961110179591663,0.3932786688085339,0.3168171975500136,0.4117411381582179,0.027758016581361962,0.04241063404849223,0.22441694272389898,0.17331906698634997,0.2244166785916326,0.22441694272389898,0.22441694272389898,0.019642535893526443,0.005310731889338919,0.019078226829136923,0.0022337482011041,0.00272547964300126
18,screw_detection,best_added_more_noscrews_at_diff_exposure,0.1,0.00091880341880336,0.00012820512820512,0.00102564102564098,0.02068289476296304,0.00091880341880336,0.00225938614588982,0.0010601269392155,0.2616045419878944,0.8716598095158574,0.00269230769230764,0.00239495026462152,0.0026923024365503403,0.00269230769230764,0.00269230769230764,0.00038461538461536,0.00033349820154540005,0.00038461515520032,0.00038461538461536,0.00038461538461536,0.01167450435184958,0.00162900060723476,0.013032004857878681,0.047493618277201874,0.01167450435184958,0.01688703925098376,0.012672840553456499,0.0894748901782751,0.04950589284454704,0.0342090127519321,0.0304307283958532,0.03420894597120356,0.0342090127519321,0.0342090127519321,0.00488700182170444,0.00423749642806786,0.00488699890670984,0.00488700182170444,0.00488700182170444
19,screw_detection,best_added_more_noscrews_at_diff_exposure,0.15,0.00138888888888884,4.273504273504e-05,0.00143162393162388,0.02703996644338842,0.00138888888888884,0.00333821108176774,0.00162910058445596,0.3241105403763693,0.8919413875437382,0.00410256410256406,0.0036397746254338793,0.0041025564790616005,0.00410256410256406,0.00410256410256406,0.00012820512820512002,0.0001155271759197,0.00012820512820512002,0.00012820512820512002,0.00012820512820512002,0.01764750657837762,0.00054300020241158,0.0181905067807892,0.06300573591787659,0.01764750657837762,0.0269613778118478,0.01945506022328186,0.0691776856288677,0.0249575899568451,0.05212801943151594,0.046247721585233284,0.052127922565732746,0.05212801943151594,0.05212801943151594,0.00162900060723476,0.0014679119498575,0.00162900060723476,0.00162900060723476,0.00162900060723476
20,screw_detection,best_added_more_noscrews_at_diff_exposure,0.2,0.0016880341880341203,0.0003205128205128,0.00200854700854694,0.03276552792496396,0.0016880341880341203,0.00457565832841488,0.00212439389673886,0.36910380715258806,0.9030165468230102,0.004743589743589681,0.00422145339165566,0.00474358072302794,0.004743589743589681,0.004743589743589681,0.001025641025641,0.0009641426162953,0.00102525020668136,0.00074081738687006,0.001025641025641,0.02144850799525892,0.004072501518086901,0.0255210095133461,0.07295837565073697,0.02144850799525878,0.03716424697218714,0.024689337891403422,0.07391947074475483,0.027575341287594018,0.06027302246769036,0.053638651079682555,0.06027290785058568,0.06027302246769036,0.06027302246769036,0.01303200485787868,0.01225059347776746,0.013027039032162619,0.009412977389879802,0.01303200485787868
21,screw_detection,best_added_more_noscrews_at_diff_exposure,0.25,0.00170940170940166,0.00059829059829056,0.00230769230769224,0.03829681801190552,0.00170940170940166,0.00571253672674472,0.00231142647777418,0.4068035217179361,0.9116334338152443,0.00487179487179482,0.004362717249280499,0.00487178588420806,0.00487179487179482,0.00487179487179482,0.0015384615384615,0.0014454570581147199,0.0015376361939738001,0.0012817300153413,0.0015384615384615,0.02172000809646482,0.007602002833762481,0.029322010930227523,0.0744066921184942,0.02172000809646482,0.04725012834638016,0.026726497585478036,0.07154972493704458,0.0199463787242882,0.061902023074925136,0.05543357857652196,0.061901908876807556,0.061902023074925136,0.061902023074925136,0.01954800728681816,0.01836627331812682,0.0195375202907795,0.01628592399175698,0.01954800728681816
22,screw_detection,best_added_more_noscrews_at_diff_exposure,0.3,0.00237179487179484,0.0014835164835164199,0.0038553113553113,0.04310320251974764,0.00237179487179484,0.007901406980486919,0.0033194894863338596,0.44159159023687417,0.9196937216028767,0.0060897435897435395,0.005539225546218519,0.0060897305579098995,0.0060897435897435395,0.0060897435897435395,0.0043223443223442595,0.00382300808589098,0.0043203943116928,0.00303363792940308,0.0036329725639117198,0.03013651123384516,0.01481614838008834,0.0449526596139338,0.09364132800587624,0.03013651123384516,0.06713500122860394,0.03745916040165041,0.07724105747496496,0.022035588100650837,0.07737752884365653,0.07038253387152776,0.0773773632585106,0.07737752884365653,0.07737752884365653,0.042819444533030944,0.04257655437935516,0.04279466729845498,0.02867440723768726,0.03406014583087288
23,screw_detection,best_added_more_noscrews_at_diff_exposure,0.35,0.0033547008547007997,0.00130036630036622,0.00465506715506708,0.04826094218792388,0.00292735042735038,0.00980122072850062,0.00424910488392372,0.4674593715698858,0.9257926208979328,0.00801282051282046,0.00738203417329462,0.008012808368126841,0.00801282051282046,0.00801282051282046,0.0039010989010987997,0.00315111731976236,0.00389639820228812,0.0030832622307205002,0.0030944178735197803,0.042625515889312314,0.01031700384582074,0.05108080475543654,0.10501046471536965,0.037195513865196136,0.08491558297643279,0.048617432034051,0.06155448421706444,0.01044982886766974,0.10181253795217975,0.09379763757722001,0.10181238363921621,0.10181253795217975,0.10181253795217975,0.03095101153746252,0.027792005944410086,0.03089129801746394,0.0205594113626738,0.027238003483149382
24,screw_detection,best_added_more_noscrews_at_diff_exposure,0.4,0.00412393162393156,0.00129120879120874,0.00536172161172154,0.05345851264769867,0.00412393162393156,0.013306926128951601,0.00612125607707508,0.4849537932571537,0.9286222352980849,0.00929487179487174,0.00868973934160222,0.00929485713211602,0.00929487179487174,0.00929487179487174,0.00365995115995112,0.0030915854262747,0.0036829964822033003,0.00265542393311282,0.0033724139023836195,0.052399519532721615,0.01237264746923602,0.06409341674894356,0.12014944891736887,0.052399519532721615,0.11720727074968869,0.0695628308804483,0.0744506739275151,0.0118782640384138,0.11810254402452858,0.11041360718062668,0.11810235771655245,0.11810254402452858,0.11810254402452858,0.034402941395650574,0.03310634049155106,0.034695759978403976,0.021639212788123037,0.03074943413164598
25,screw_detection,best_added_more_noscrews_at_diff_exposure,0.45,0.00711538461538456,0.00250305250305244,0.009522283272283199,0.05981617320054072,0.00668803418803412,0.01679793381329268,0.00865905901352672,0.5087553752228472,0.9334196041419938,0.01538461538461532,0.01463765191394816,0.015384591824478539,0.01538461538461532,0.01538461538461532,0.0068681318681317995,0.00556690674153424,0.00693573416432746,0.00603628624045008,0.00603546120177032,0.09040953370153566,0.018617149796969983,0.10082350186921611,0.15896883364927442,0.08497953167741923,0.1512802998527829,0.10198565479805208,0.050751224546665884,0.01435142709658418,0.1954800728681857,0.18598900207925276,0.1954797735082639,0.1954800728681857,0.1954800728681857,0.04770644635473576,0.04574042547749296,0.0485654722071511,0.03713684550030646,0.037126362389925435
26,screw_detection,best_added_more_noscrews_at_diff_exposure,0.5,0.00826923076923074,0.0035622710622709997,0.01174603174603168,0.06311882612535621,0.00655982905982898,0.01849987870480452,0.00900333166595558,0.5218072003411113,0.9355213099354431,0.01717948717948712,0.01639274399332808,0.01717946147835696,0.01717948717948712,0.01717948717948712,0.01010989010989006,0.008506544031394881,0.0101044530772954,0.007772092600317179,0.007389100710993921,0.10507053916664973,0.029283225201484242,0.13311262104833613,0.16054373299426306,0.08335053107018449,0.16746044353718942,0.10600344875834997,0.11819788990584153,0.02192247623050301,0.21828608136947403,0.20828956137114435,0.218285754805652,0.21828608136947403,0.21828608136947403,0.08051917287189556,0.08164606302821154,0.0804791839890279,0.05548835447105148,0.06359031084328279
27,sticker_detection,fasterrcnn_resnet50_fpn,0.1,0.00756685803450502,0.006957444993474319,0.014375086503762879,0.041048184915758255,0.00756685803450502,0.0075606260164904,0.009266993023320059,0.9010778673815485,0.9841190511987001,0.02986623388093968,0.0158564910158242,0.029866209014454498,0.02986623388093968,0.02986623388093968,0.026717099452393478,0.00772142995957332,0.02603183494993964,0.00658163251822756,0.009664421496280301,0.017654990418334522,0.00944542870791988,0.025792597957066697,0.02111525080756486,0.0176549904183345,0.0129398132523002,0.02088426690532162,0.1911206344874548,0.016685276446307122,0.06549517436498631,0.03496944778828132,0.06549511489277172,0.06549517436498631,0.06549517436498631,0.04346264554398172,0.011463991548797261,0.04257157973493726,0.00935756076247222,0.01529057946121854
28,sticker_detection,fasterrcnn_resnet50_fpn,0.15,0.01140321497968548,0.0092623860851801,0.02040464078331716,0.04995508683386242,0.01140321497968546,0.01081039203761242,0.013391256135034219,0.9253842016407127,0.9866561980381212,0.03912789259848074,0.02129687021480978,0.03912786041679558,0.03912789259848074,0.03912789259848074,0.031862170994523834,0.01017577467787048,0.031115198509564235,0.008254920787026322,0.01226533805443572,0.0258710091430907,0.01194066128856496,0.03609454804374968,0.028269942691010262,0.0258710091430907,0.01843681549825856,0.02927292176918934,0.14792900363302278,0.01390845392765446,0.08485931810251227,0.04644314885480366,0.08485925033195532,0.08485931810251227,0.08485931810251227,0.05520626830201506,0.01639032505048934,0.05388714158778833,0.0101597728094369,0.02149888815923424
29,sticker_detection,fasterrcnn_resnet50_fpn,0.2,0.010955910322086721,0.010503467769644139,0.021256432725550282,0.05435311820648305,0.010650899428840541,0.01261264390186,0.01316142097197918,0.9420024534932043,0.9885313775517153,0.039423423423423344,0.021795537523185783,0.03942338749554748,0.039423423423423344,0.039423423423423344,0.03309878996643692,0.01152356877646262,0.03220024521179952,0.009608291874220059,0.01709665419423782,0.025715466957756485,0.00869224694274052,0.0329638272592254,0.026893333177761842,0.0245499317405695,0.01945993751043424,0.02886367926527126,0.11246502252655159,0.0116295613204292,0.08544006265399277,0.04757923190669254,0.08543998875669881,0.08544006265399277,0.08544006265399277,0.04446345946425342,0.01713588753960942,0.04397903869960856,0.013412683014965978,0.031770994142233
30,sticker_detection,fasterrcnn_resnet50_fpn,0.25,0.0125487229876935,0.0120340834693775,0.02430630534380526,0.06040050286156706,0.0125487229876935,0.01532951928634422,0.015345799821126637,0.9517270542261418,0.9896463874687977,0.0421136283342165,0.023518429906295598,0.0421135885665576,0.0421136283342165,0.0421136283342165,0.036987634693516944,0.01275185558477036,0.0360387816165077,0.01077454838694048,0.018858276121758822,0.02886563884272856,0.012155715847922301,0.03963030459472168,0.030226551329795022,0.02886563884272856,0.02228768145062646,0.03319530457577452,0.09512280137320248,0.01050931831072602,0.09010040821340679,0.05046726512139952,0.09010032254728359,0.09010040821340679,0.09010040821340679,0.05150585909979982,0.01748694527544822,0.050390110311732315,0.01274664221789574,0.02743423795351982
31,sticker_detection,fasterrcnn_resnet50_fpn,0.3,0.013396245510216,0.014246385137561518,0.027312752628193698,0.06460225445108832,0.01228513439910488,0.017391912456072002,0.01537126202156206,0.9590976590215827,0.990531587457447,0.04458933933933928,0.02548919729255788,0.04458930042452956,0.04458933933933928,0.04458933933933928,0.0447127421539185,0.015094900638277939,0.04345357798118634,0.011423434785195101,0.0177722359723193,0.03358131604293816,0.014590361497013598,0.046624891533391125,0.03090344873050696,0.02937765697819436,0.026613513280007422,0.03450072529244002,0.08187439088880916,0.00940565734724316,0.09882718405002486,0.056632263813481076,0.09882709509346194,0.09882718405002486,0.09882718405002486,0.06651801724338358,0.01971276092592036,0.06436530993562456,0.013240598507503282,0.02339833929099632
32,sticker_detection,fasterrcnn_resnet50_fpn,0.35,0.01563965436024248,0.01745103616059488,0.03272098511730856,0.07158810572861274,0.015400002944120481,0.02127310171792554,0.01878057857791216,0.9651670585225893,0.9912068680843678,0.050242713301536734,0.02945961158257564,0.05024266259578184,0.050242713301536734,0.050242713301536734,0.04784780368603884,0.0170089205913384,0.046186520317463765,0.013026109475959561,0.02095987263774136,0.03933946844769246,0.016299627649313742,0.053922363161132525,0.03844711120986026,0.03839166331351366,0.0302718593227151,0.04290782344801196,0.068883793774759,0.00834423365549592,0.11272785097843832,0.0661329047608307,0.11272773948715804,0.11272785097843832,0.11272785097843832,0.06561416436352156,0.02149017016732366,0.06323377920739089,0.01556352591889354,0.027546279385734278
33,sticker_detection,fasterrcnn_resnet50_fpn,0.4,0.016715716451745778,0.019677612098200244,0.0356922236635471,0.07611530415092355,0.01587693649531876,0.02427834052937488,0.0196270293178063,0.9702622028018872,0.9919158598697695,0.05305480480480472,0.031168263132955083,0.053054749910043345,0.05305480480480472,0.05305480480480472,0.051149414120002276,0.01896722414901386,0.04929840901687068,0.01493440535776068,0.02431126017779884,0.04013630331685258,0.011280275051307461,0.049319893622261336,0.0369309152809135,0.03699668884659698,0.03265239040228122,0.0417212470931589,0.05756454440660956,0.007539125628115239,0.11443792416982645,0.066932962832236,0.11443780190842608,0.11443792416982645,0.11443792416982645,0.04671710848649764,0.01669797903883656,0.04490285134916314,0.01014315893665286,0.02220358430555138
34,sticker_detection,fasterrcnn_resnet50_fpn,0.45,0.0171979052581993,0.02114832886376996,0.037699938424203036,0.0807690402066738,0.016871107872578377,0.028601250850618383,0.02140791281463634,0.974133052020715,0.9924086517770732,0.05656928987811334,0.0336073277776126,0.056569233966227685,0.05656928987811334,0.05656928987811334,0.057706846552434674,0.02236119309731622,0.05563724041497124,0.01778398918478806,0.029206411607770023,0.04158437664775842,0.0151674164501762,0.05365602367457648,0.03888770901319836,0.0404597470909212,0.0348935994943495,0.045462015363399784,0.049685252393927515,0.006856697005076,0.12352325146477858,0.07331417662543026,0.12352312859357006,0.12352325146477858,0.12352325146477858,0.05911761330003851,0.0185952324121373,0.05648052332846624,0.010337197386650319,0.02726718892973416
