mutant_id,equivalent_mutant,iskill_miss,iskill_ghost,iskill_miss_ghost,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_miss_std,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_ghost_std,[obj_level] kill_rate_miss_ghost_mean,[obj_level] kill_rate_miss_ghost_std,[match] iou_mean,[match] match_rate,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] miss_rate,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] ghost_rate,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff
mutant_mc_dropout_0.1,False,False,True,True,0.0,0.0,0.00033783783783783786,0.0010135135135135136,0.00033783783783783786,0.0010135135135135136,0.021727686958700133,1.0,0.0,0.0009739904277549086,0.00010789664814536931,0.7144878788884975,0.9680701713394015,0.0,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.00135135135135135,0.0007136338607277864,0.0013513489028898742,0.00135135135135135,0.00135135135135135
mutant_mc_dropout_0.15,False,False,True,True,0.0,0.0,0.00033783783783783786,0.0010135135135135136,0.00033783783783783786,0.0010135135135135136,0.02524677873054022,1.0,0.0,0.0011880975992172521,0.00016705524500960727,0.7709972433171904,0.9729656861468748,0.0,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.00135135135135135,0.0007310371165088946,0.0013513468086693648,0.00135135135135135,0.00135135135135135
mutant_mc_dropout_0.2,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0282906876694173,1.0,0.0,0.0022565221066011693,0.0004019779867505882,0.8088552478476396,0.976105238707345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutant_mc_dropout_0.25,False,False,True,True,0.0,0.0,0.0013513513513513514,0.0016550606370156608,0.0013513513513513514,0.0016550606370156608,0.03128924051979032,1.0,0.0,0.002528257919788289,0.00023056944108651437,0.8446824447058164,0.9790550327051012,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.005405405405405406,0.0021241984868059648,0.005294896236188521,0.0005143384355393594,0.00013651343166724053
mutant_mc_dropout_0.3,False,False,True,True,0.0,0.0,0.0010135135135135136,0.0030405405405405403,0.0010135135135135136,0.0030405405405405403,0.034417630131909634,1.0,0.0,0.00357379622072813,0.0005806590907086717,0.8694499735925997,0.9810280972309557,0.0,0.0,0.0,0.0,0.0,0.0,0.002702702702702703,0.0027027027027027,0.001673329940404619,0.0027026960271942665,0.0027027027027027,0.0027027027027027
mutant_mc_dropout_0.35,False,True,True,True,0.00045045045045044997,0.00135135135135135,0.0006756756756756757,0.0013513513513513514,0.0011261261261261257,0.0027027027027027016,0.038393622672545605,0.9995495495495496,0.00045045045045044997,0.007143208194331836,0.0013859849071970924,0.8901931072207874,0.9829289583393469,0.0013513513513513514,0.00135135135135135,0.0010568744291556986,0.00135135135135135,0.00135135135135135,0.00135135135135135,0.002702702702702703,0.0027027027027027016,0.0011118664390453678,0.0026637312080273257,5.538631420516621e-05,0.0027027027027027016
mutant_mc_dropout_0.4,False,True,True,True,0.00045045045045044997,0.00135135135135135,0.0006081081081081081,0.0018243243243243243,0.0010585585585585582,0.0031756756756756745,0.04047278939856305,0.9995495495495496,0.00045045045045044997,0.007618641174256813,0.0012364194803104582,0.90350769935198,0.9841706502525738,0.0013513513513513514,0.00135135135135135,0.0010568744291556986,0.00135135135135135,0.00135135135135135,0.00135135135135135,0.002702702702702703,0.0027027027027027,0.0012810083658233485,0.002702697479971893,0.0027027027027027,0.0027027027027027
mutant_mc_dropout_0.45,False,True,True,True,0.0009009009009008999,0.0018018018018018014,0.00195945945945946,0.0052027027027027025,0.0028603603603603598,0.007004504504504504,0.046257042605614876,0.9990990990990991,0.0009009009009008999,0.011931623552940881,0.00189674617808425,0.9235949978305816,0.9859751088342893,0.002702702702702703,0.0027027027027027016,0.002113748858311397,0.0027027027027027016,0.0027027027027027016,0.0027027027027027016,0.006756756756756757,0.006756756756756752,0.0035517246176486974,0.006656983103353241,0.0041380116985774455,0.006756756756756752
mutant_mc_dropout_0.5,False,True,True,True,0.0009009009009008999,0.0027027027027027,0.0031981981981981976,0.008918918918918916,0.004099099099099097,0.011621621621621616,0.050336117743863484,0.9990990990990991,0.0009009009009008999,0.018945577290723426,0.0038054786589423583,0.936752331219681,0.9873692518019825,0.002702702702702703,0.0027027027027027,0.002394475244129122,0.0027027027027027,0.0027027027027027,0.0027027027027027,0.00945945945945946,0.009459459459459451,0.004758332251006912,0.009393175866335817,0.006790984169570098,0.009459459459459451
mutant_mc_dropblock_0.1_1,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.021597739851223555,1.0,0.0,0.0011450947421827523,0.00013920757378373607,0.7126828284800762,0.9678434457072924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
