test_suite,[img_level] ms_miss,[img_level] ms_ghost,[img_level] ms_miss_ghost,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_miss_std,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_ghost_std,[obj_level] kill_rate_miss_ghost_mean,[obj_level] kill_rate_miss_ghost_std,[match] iou_mean,[match] match_rate,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] miss_rate,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] ghost_rate,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff
orig,0.4666666666666667,1.0,1.0,0.00030630630630628443,0.0007806499676798356,0.010606106106106057,0.015304791529028649,0.010912412412412361,0.016046449368141417,0.05097180180477554,0.9996936936936937,0.00030630630630628443,0.007547098220098353,0.0015598959780294,0.9080124941988669,0.9851002963874949,0.0010210210210210022,0.0010210210210210022,0.0006669324679046045,0.0010210204843177867,0.0010210210210210022,0.0010210210210210022,0.02158408408408403,0.02158408408408403,0.0082498283175464,0.0208742851213356,0.008426979873700247,0.011530073332513447
dalle,1.0,1.0,1.0,0.015019444444444387,0.016983729043720714,0.014835030864197473,0.022884727585967237,0.029208630104463385,0.035393606363750336,0.06813078275990812,0.9849805555555556,0.015019444444444379,0.02145393202181105,0.018306728573116406,0.9726050252665643,0.9920373706436598,0.06341666666666665,0.06341666666666661,0.03641193956586594,0.06341660862858338,0.06341666666666661,0.06341666666666661,0.04816203703703701,0.04816203703703694,0.016865090688361725,0.046549750255846276,0.012791233165053059,0.02092744915163911
sd,1.0,1.0,1.0,0.02622948438634707,0.02544734232480144,0.019642130926444592,0.03020140138903938,0.045289604730781134,0.050132655393785176,0.07617300295591521,0.9749034132171387,0.02509658678286124,0.028243403140709257,0.030142870257880074,0.9748575350183998,0.9920618716176942,0.07400871459694984,0.07400871459694984,0.04251966863638607,0.07400864282142348,0.07400871459694984,0.07400871459694984,0.06165141612200434,0.0616514161220043,0.02132769363082974,0.05988479499582392,0.01576153255437204,0.02788247571496502
