case_study,model,dropout_rate,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_miss_ghost_mean,[match] iou_mean,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff,[obj_level] kill_rate_miss_mean_CI95,[obj_level] kill_rate_ghost_mean_CI95,[obj_level] kill_rate_miss_ghost_mean_CI95,[match] iou_mean_CI95,[match] vr_diff_CI95,[match] ie_diff_CI95,[match] mi_diff_CI95,[match] var_diff_CI95,[match] ps_diff_CI95,[miss] vr_diff_CI95,[miss] ie_diff_CI95,[miss] mi_diff_CI95,[miss] var_diff_CI95,[miss] ps_diff_CI95,[ghost] vr_diff_CI95,[ghost] ie_diff_CI95,[ghost] mi_diff_CI95,[ghost] var_diff_CI95,[ghost] ps_diff_CI95
social_perception,yunet_n,0.15,0.16467358445959576,0.15397009028287703,0.28761284295091155,0.26806843123742674,0.1690766140060902,0.14288060371183384,0.16938977204529992,0.89128853103382,0.9784688501740536,0.37594211336208105,0.3072701850019,0.3759416229114921,0.37594211336208105,0.37594211336208105,0.18266126792310974,0.1174989016130711,0.18189612240145495,0.07201753928292241,0.09893881545314881,0.2285199908723813,0.15734437589647499,0.32318660506419594,0.25510517513281494,0.2229893491918183,0.1893295870455004,0.2312014332947142,0.18956849703543965,0.010806257102031447,0.064411605617929,0.05040311423290421,0.06441155714454766,0.064411605617929,0.064411605617929,0.00215624058589922,0.002180050685327972,0.002239944657955833,0.005701920175739512,0.004680652713042862
social_perception,yunet_n,0.2,0.1915238113098413,0.17854383272390886,0.32813729541585707,0.3015647530516113,0.19586895681533176,0.1633080213727189,0.19596552743598752,0.914350885666293,0.9779756739702855,0.414067755666328,0.33608669623380916,0.4140672238006739,0.414067755666328,0.414067755666328,0.1747009571596644,0.11348652252492286,0.17386388662640692,0.07261216319729014,0.10177912138807348,0.26379487454126693,0.17360218234458807,0.35543683858144853,0.2799717558461736,0.25418067618161955,0.21166905235960506,0.2634804144745157,0.14814115014294668,0.0045688043958250196,0.05958916853582731,0.04492344725680267,0.05958910640790989,0.05958916853582731,0.05958916853582731,0.0035400414188673907,0.001372212776746366,0.003482984449937762,0.0038012667730171388,0.00329258935210736
social_perception,yunet_n,0.25,0.21346110162530996,0.20415826783464142,0.3651160044709149,0.32671500340325715,0.21477929584329722,0.17677563027722196,0.21492600617238466,0.9294863595646238,0.9769698886478831,0.44505408521496775,0.3589675702103188,0.44505350921647846,0.44505408521496775,0.44505408521496775,0.1702593486561915,0.11020138141568435,0.1693064207562469,0.07404155198355794,0.09982938229988374,0.2937313958535087,0.19017580515258006,0.3819332161320631,0.30310788206382205,0.2851323083131957,0.23448274661684046,0.29418920646575414,0.12092316036415302,0.0056934415449165655,0.07250653643168604,0.05471852851784339,0.07250649263876911,0.07250653643168604,0.07250653643168604,0.011607567930854497,0.004808100708472801,0.01154559994288736,0.002282141721170404,0.0036776106241784108
social_perception,yunet_n,0.3,0.23567702486433464,0.23339063769089466,0.4040313501056032,0.3506732860039534,0.23454554845680617,0.19110330396834696,0.23445115784735457,0.9407572080050616,0.9764378152831444,0.4685625640182273,0.3749017490616661,0.46856195995537336,0.4685625640182273,0.4685625640182273,0.16373726322281243,0.10677176485983786,0.1627732428197677,0.07459390572008923,0.10274000852667918,0.326943836130669,0.20655389891966225,0.4079509962160433,0.3199912282627687,0.30976202454772567,0.2503745411518177,0.3194580614510333,0.09890282891832355,0.008511265675259087,0.0896439295496503,0.06688246125193847,0.0896438263668613,0.0896439295496503,0.0896439295496503,0.011604719582931447,0.004760716589813327,0.011418401247003601,0.003274850156838133,0.004116701917944039
social_perception,yunet_n,0.35,0.25816444125658294,0.25990295636456784,0.43918514962343846,0.3726651060864901,0.25347629866251403,0.20458851007151257,0.25303187046244985,0.9490029936651198,0.9746618400742726,0.5009882656307685,0.39790431616680966,0.5009876083479992,0.5009882656307685,0.5009882656307685,0.1576572330966436,0.10332798186350733,0.15668492690276523,0.0769072206709724,0.1022214846686932,0.3510127790417087,0.23190745780143843,0.4325118246738037,0.3346582458963406,0.3313423801443991,0.26567899171088083,0.34178525452557534,0.08053258647820491,0.013945009550653777,0.09445830816371344,0.07134413795517178,0.09445820228208231,0.09445830816371344,0.09445830816371344,0.009157266585231135,0.003926425716091157,0.009335973613470216,0.0008395211476058049,0.002177949170250058
social_perception,yunet_n,0.4,0.2783039970970829,0.2967563863433791,0.4791065366594938,0.39481046540232195,0.2736699199341607,0.2183848310744582,0.27267141043350307,0.95499854705033,0.9727089630263887,0.5264853541961791,0.4156714426826509,0.5264846751698219,0.5264853541961791,0.5264853541961791,0.1520490148920984,0.10010902147726757,0.15095239984869224,0.0785437244741073,0.10338001545220397,0.3829584154039527,0.25414226334485124,0.45560652967868703,0.3397507683471817,0.342196216079209,0.27123022488210147,0.3527620379243294,0.0648258468476636,0.0174164939010363,0.10601530867807116,0.07893020279365226,0.10601517843757469,0.10601530867807116,0.10601530867807116,0.008207420784271986,0.00236419741203316,0.008192784372715962,0.002112043756046718,0.001922870731578411
social_perception,yunet_n,0.45,0.2988616976135209,0.3386895286926044,0.5225024436455942,0.41293740685273495,0.29128627401178686,0.22832451382291744,0.2879353940714443,0.9604879392009223,0.9710097774658747,0.5561670642598001,0.4365695819391955,0.5561663461554539,0.5561670642598001,0.5561670642598001,0.14647834532220874,0.09737349741076747,0.1454435046140046,0.08021849385195734,0.10362822004447926,0.40518434162090367,0.2802330896517491,0.46852893381404337,0.3560886578404092,0.36667533318046514,0.28951899021767935,0.3794496492151537,0.05064860544559537,0.024003291441982433,0.10489532149968646,0.07758959934710931,0.1048951982958178,0.10489532149968646,0.10489532149968646,0.007115090549685997,0.0022858941327441643,0.0071765488611827905,0.0021142732629556263,0.0017644884479929173
social_perception,yunet_n,0.5,0.3171210182743223,0.38269807739224576,0.5640533507741398,0.4311631635229601,0.30734473279380686,0.23910795069595703,0.3036054309628871,0.9644226106351278,0.9694368795156456,0.5748788031668761,0.44787797858828854,0.5748780642407935,0.5748788031668761,0.5748788031668761,0.14245857009420818,0.0948730367522459,0.1413813134628671,0.08150622315169254,0.1030423998688147,0.429113054934973,0.3026196326572731,0.4788774762948348,0.3646189032132743,0.38459940357830047,0.3015062971677413,0.39595536857156033,0.039668385895393156,0.029671924935196096,0.12297393338757011,0.093289755581241,0.12297379971778358,0.12297393338757011,0.12297393338757011,0.009246129538772218,0.0025151600547375567,0.009218167923540528,0.0035201260961777252,0.0018249981992254757
screw_detection,best_added_more_noscrews_at_diff_exposure,0.1,0.00106837606837605,0.0,0.00106837606837605,0.015586497760233799,0.00106837606837605,0.00199643779753075,0.0011456661526845545,0.17120507639321664,0.8411570939181174,0.0032051282051282,0.0028334378305205,0.0032051223136695,0.0032051282051282,0.0032051282051282,0.0,0.0,0.0,0.0,0.0,0.013575005060290468,0.0,0.013575005060290468,0.03396196324092749,0.013575005060290468,0.009234688508211984,0.013330740101704071,0.07181256360452422,0.07077046148739899,0.040725015180872036,0.036002241182545455,0.04072494032279159,0.040725015180872036,0.040725015180872036,0.0,0.0,0.0,0.0,0.0
screw_detection,best_added_more_noscrews_at_diff_exposure,0.15,0.0006410256410256,0.0,0.0006410256410256,0.019030104048869602,0.0006410256410256,0.0017917335293086002,0.0007321769238140922,0.2233566981629938,0.8642246334999899,0.0019230769230769,0.0017000626983123,0.0019230733882017,0.0019230769230769,0.0019230769230769,0.0,0.0,0.0,0.0,0.0,0.008145003036173899,0.0,0.008145003036173899,0.03677134419240284,0.008145003036173899,0.007508266935389111,0.008290654012764336,0.11706409734177575,0.04948396557579451,0.024435009108522966,0.021601344709527275,0.024434964193674958,0.024435009108522966,0.024435009108522966,0.0,0.0,0.0,0.0,0.0
screw_detection,best_added_more_noscrews_at_diff_exposure,0.2,0.00085470085470085,0.0,0.00085470085470085,0.023538322380938198,0.00085470085470085,0.00263510020190865,0.0010159013550664,0.27256064411247743,0.8794395145256162,0.00256410256410255,0.0022667502644164,0.0025640978509356,0.00256410256410255,0.00256410256410255,0.0,0.0,0.0,0.0,0.0,0.010860004048232499,0.0,0.010860004048232499,0.03788422426889535,0.010860004048232499,0.011824470228796883,0.011298773199714838,0.09112741229275886,0.04142603035685245,0.032580012144697496,0.028801792946036364,0.03257995225823328,0.032580012144697496,0.032580012144697496,0.0,0.0,0.0,0.0,0.0
screw_detection,best_added_more_noscrews_at_diff_exposure,0.25,0.00149572649572645,0.0004273504273504,0.0019230769230769,0.02837959343839775,0.00149572649572645,0.0034957149608976,0.00165337387669775,0.32270552434019506,0.8927264407615189,0.00448717948717945,0.0039668129627287,0.0044871712391373,0.00448717948717945,0.00448717948717945,0.00128205128205125,0.0011374376037062,0.00128205128205125,0.00128205128205125,0.00128205128205125,0.0190050070844064,0.005430002024115932,0.024435009108522966,0.04186518063075907,0.0190050070844064,0.020050466292551285,0.019547318713354626,0.17002128329028096,0.018520007546516216,0.05701502125322047,0.05040313765556364,0.05701491645190824,0.05701502125322047,0.05701502125322047,0.01629000607234843,0.014452515067607693,0.01629000607234843,0.01629000607234843,0.01629000607234843
screw_detection,best_added_more_noscrews_at_diff_exposure,0.3,0.00128205128205125,0.00085470085470085,0.0021367521367521,0.0327118538083027,0.00128205128205125,0.00400084008992665,0.0016055971910016499,0.36062747954297947,0.9044866990185877,0.0038461538461538,0.0034001253966246,0.0038461467764034,0.0038461538461538,0.0038461538461538,0.00256410256410255,0.00242763492319785,0.00256409983060115,0.00256410256410255,0.00256410256410255,0.01629000607234843,0.010860004048232499,0.027150010120580936,0.04037039821305889,0.01629000607234843,0.02738932854246222,0.018861412005163544,0.11356183161176715,0.01301169239159016,0.04887001821704593,0.04320268941905455,0.048869928387349916,0.04887001821704593,0.04887001821704593,0.032580012144697496,0.03084602635946448,0.03257997741226907,0.032580012144697496,0.032580012144697496
screw_detection,best_added_more_noscrews_at_diff_exposure,0.35,0.0021367521367521,0.0012210012210011499,0.0033577533577533,0.0361800129891819,0.0021367521367521,0.00669865747550275,0.00294473135244655,0.38964410791312915,0.9125240633609399,0.0051282051282051,0.0046012061334773,0.0051281960849287,0.0051282051282051,0.0051282051282051,0.0036630036630035997,0.00235884559108035,0.0036629938831285,0.0036630036630035997,0.0036630036630035997,0.027150010120580936,0.004654287449242318,0.022495722671339244,0.06926982287691401,0.027150010120580936,0.03092570006273119,0.025452271698822065,0.0422060499139786,0.01349408005260724,0.06516002428939499,0.05846386716648967,0.06515990938367358,0.06516002428939499,0.06516002428939499,0.013962862347727588,0.0011355732879925844,0.013962738082632275,0.013962862347727588,0.013962862347727588
screw_detection,best_added_more_noscrews_at_diff_exposure,0.4,0.0020299145299145,0.0012210012210011499,0.0032509157509157,0.0407566901216804,0.0020299145299145,0.0070973995603906504,0.002801857475079,0.4325282196285321,0.9194705178894858,0.00576923076923075,0.00517072829238765,0.00576922134289685,0.00576923076923075,0.00576923076923075,0.0036630036630035997,0.0024417324402173004,0.00366297474534625,0.0034408286334219,0.0036630036630035997,0.025792509614551953,0.004654287449242318,0.021138222165310264,0.0659621026511699,0.025792509614551953,0.033413227639902184,0.028819459092152184,0.13394792850011414,0.027253217894638047,0.07330502732556954,0.0657003323195394,0.07330490755264109,0.07330502732556954,0.07330502732556954,0.013962862347727588,0.0011154971695012412,0.013963011557349895,0.016785863760915527,0.013962862347727588
screw_detection,best_added_more_noscrews_at_diff_exposure,0.45,0.0022435897435897,0.0007478632478632,0.00299145299145295,0.0454447369522257,0.0022435897435897,0.00748755444818415,0.0028651011915387,0.4569049721534977,0.9241652146035787,0.00576923076923075,0.0053039506376581,0.0057692236994803,0.00576923076923075,0.00576923076923075,0.0019230769230769,0.0018140877669485,0.0019230746592648,0.0019230769230769,0.0019230769230769,0.028507510626609917,0.009502503542202882,0.03801001416881343,0.07085020648373955,0.028507510626609917,0.039550835340042764,0.032499157619486775,0.12810966278384178,0.005048395917754702,0.07330502732556954,0.06739308271401338,0.07330493749587288,0.07330502732556954,0.07330502732556954,0.024435009108522966,0.023050170576704554,0.024434980344062936,0.024435009108522966,0.024435009108522966
screw_detection,best_added_more_noscrews_at_diff_exposure,0.5,0.00277777777777775,0.00245726495726495,0.0052350427350427,0.0510575285638485,0.00277777777777775,0.00961620480913415,0.004068175170963,0.49112957757692177,0.9306951459462607,0.0064102564102564,0.0058677209313977,0.006410243481826,0.0064102564102564,0.0064102564102564,0.00459401709401705,0.00416934051272065,0.00459307391093065,0.0037922032903086,0.00459401709401705,0.03529501315675547,0.031222511638668515,0.06651752479542397,0.06641495978393,0.03529501315675547,0.03470791496482422,0.03443241177017296,0.06911355385182208,0.005279310941140403,0.08145003036174407,0.0745564634905872,0.08144986609046047,0.08145003036174407,0.08145003036174407,0.05837252175924945,0.05297649417052935,0.05836053748184971,0.04818451140883251,0.05837252175924945
sticker_detection,fasterrcnn_resnet50_fpn,0.1,0.005139978213507567,0.0048506095381095,0.009859868797368733,0.030438075719328366,0.005139978213507567,0.005140871856233233,0.006102100840627234,0.8534823084029032,0.9783049034880223,0.023790849673202566,0.012249583991179433,0.023790835729554965,0.023790849673202566,0.023790849673202566,0.0203219395866454,0.0049223242830477,0.019857034507193432,0.007177896172548134,0.0046949355021188,0.011116648643492742,0.006127831599492688,0.01691435685572632,0.012446111857763674,0.011116648643492742,0.009385655324585131,0.013025589177631008,0.23837593356718093,0.018295555551498647,0.05229163718077419,0.027811624213226794,0.05229161657001327,0.05229163718077419,0.05229163718077419,0.03507799361024139,0.0092981533342575,0.0341547398281845,0.015407553692162661,0.012488478059101036
sticker_detection,fasterrcnn_resnet50_fpn,0.15,0.0070483424601071,0.0056273163920222665,0.012610299375005199,0.0355286635030402,0.0070483424601071,0.005251672431354066,0.0082719373848755,0.8815723544590183,0.9824199430002539,0.033048489666136695,0.017902605736434832,0.033048481101910665,0.033048489666136695,0.033048489666136695,0.024738120473414532,0.006673910517772966,0.024310570461784167,0.007390455649513901,0.006153583627886899,0.014560402506904766,0.004913212273888919,0.018415517199567286,0.015054122459450436,0.014560402506904766,0.00955377243863161,0.016656740019557005,0.20346690484523428,0.01796034073787901,0.07610432453216068,0.04203718565118743,0.07610430623937817,0.07610432453216068,0.07610432453216068,0.03503141886113064,0.009631577899128487,0.03419395687604889,0.014760300955052704,0.014778410681642254
sticker_detection,fasterrcnn_resnet50_fpn,0.2,0.0074479847494553,0.005738314469932067,0.013033793772764299,0.039572209991579566,0.0074479847494553,0.006792515433274333,0.009218988395633334,0.9040087052925432,0.9846512730530552,0.03264705882352937,0.01691841864790977,0.03264703027540373,0.03264705882352937,0.03264705882352937,0.02289171524465633,0.005346550933959034,0.022248027210275998,0.0035841709394043666,0.007618844896055867,0.01754802791096892,0.005936407988591207,0.022375069333458966,0.018272129096087324,0.01754802791096892,0.012590574469451022,0.021245797326534976,0.16976199448933116,0.015690072321268483,0.0709236938445663,0.03646703972663609,0.07092362355458533,0.0709236938445663,0.0709236938445663,0.037479190228022506,0.007984921293423703,0.03678480351997233,0.009229986562384298,0.011351469281892177
sticker_detection,fasterrcnn_resnet50_fpn,0.25,0.008719366425248733,0.007210635126076233,0.015864642074200866,0.04266893142514574,0.008719366425248733,0.007344844498549767,0.010494349317225633,0.9182507865044242,0.9859648975731073,0.03726417594064647,0.021014186497108164,0.037264134344935605,0.03726417594064647,0.03726417594064647,0.02747880233174343,0.008581464689288833,0.026911643068780966,0.008182772155995633,0.010493047263586899,0.019276350200438573,0.016830588994610624,0.03504680015566273,0.017541960257909873,0.019276350200438573,0.012483746896694908,0.02321594902251692,0.14118049995434345,0.013567133841768084,0.07746742511536642,0.044085918107243646,0.07746733803610734,0.07746742511536642,0.07746742511536642,0.06525931875107431,0.015612714760314369,0.06325079104497557,0.01030255008118678,0.014474993946081179
sticker_detection,fasterrcnn_resnet50_fpn,0.3,0.010465281457928466,0.008296871046871,0.018649823385117434,0.0458836652954192,0.008831294529823867,0.008216664792765832,0.010588259531698632,0.9313763472733299,0.9869928696506322,0.0425501236530648,0.02320637652710107,0.04255007892327423,0.0425501236530648,0.0425501236530648,0.030167814873697168,0.010069433416445233,0.029285372814075162,0.010246579458594333,0.014678072150193297,0.023602651881835936,0.012936733886397513,0.036112543146825646,0.01609466786061844,0.018514971626825652,0.012322037754204469,0.02146424554279779,0.12041631143875418,0.011425276602875246,0.09165609486046927,0.04876342578611555,0.09165598809130784,0.09165609486046927,0.09165609486046927,0.05364703409922809,0.016325739846518396,0.052067338352496724,0.021623638645362576,0.020254535694108462
sticker_detection,fasterrcnn_resnet50_fpn,0.35,0.0103065197550491,0.008386257176698301,0.018567609343344598,0.04971671256794763,0.0096373278358572,0.008857856774465865,0.011784166807129301,0.9409045883664388,0.9882576852048937,0.039766384031089834,0.022265447933960434,0.039766354902958205,0.039766384031089834,0.039766384031089834,0.03224297827238997,0.010808417665184934,0.031292356117124664,0.009540938086002365,0.014463711179452965,0.022699875307961293,0.016102705357570194,0.038254350961616,0.020093889570216024,0.022795376200595546,0.016336123211455018,0.026644849494129978,0.10713174671376771,0.01114867677189563,0.07787557353496515,0.04277248312492624,0.07787550840363726,0.07787557353496515,0.07787557353496515,0.06635129215593705,0.01951085349977909,0.06411644399783621,0.018514820002497184,0.031405987402696185
sticker_detection,fasterrcnn_resnet50_fpn,0.4,0.009549564270152466,0.009541630916630834,0.018811666708725465,0.051618491954585434,0.009549564270152466,0.009079242693720966,0.011999777677677534,0.9493835532833078,0.9892569074442026,0.03249999999999994,0.017837490871866733,0.0324999688541587,0.03249999999999994,0.03249999999999994,0.031851410233763096,0.011222775990475034,0.030943347245272933,0.010605785997590335,0.013916223094442867,0.021397145095639124,0.01462945966834591,0.03494897974888034,0.017301894774101663,0.021397145095639124,0.015189026630681187,0.026097801753324355,0.08818370743538718,0.009975653401645619,0.06998702565877718,0.03839707799286827,0.06998695895101197,0.06998702565877718,0.06998702565877718,0.05483685120506161,0.016694516576695486,0.053181518936006617,0.014480479648267154,0.02113566890953584
sticker_detection,fasterrcnn_resnet50_fpn,0.45,0.013622276688453136,0.013215361329331867,0.0267235731610731,0.05875101531547124,0.013622276688453136,0.011240866903219598,0.015916014774201532,0.9582383225495447,0.9896460752747515,0.046454248366013064,0.0254223757367311,0.04645420656106767,0.046454248366013064,0.046454248366013064,0.04286080197844897,0.0156348445385331,0.04119820425599207,0.012996491474971167,0.020472437069193068,0.029383412935646697,0.013427514738220698,0.04204696838727623,0.02181737388436476,0.029383412935646697,0.017884711433685353,0.03202284104827778,0.07168935928800473,0.007496053861640796,0.10488872836110578,0.056838020628157675,0.10488862986528319,0.10488872836110578,0.10488872836110578,0.045848077325040905,0.020390227933632446,0.04423477168699989,0.014838142696382605,0.04432385262122834
sticker_detection,fasterrcnn_resnet50_fpn,0.5,0.013944996467055201,0.016138198840404665,0.02974806039879563,0.0618898600157681,0.013944996467055201,0.012200820794378736,0.016656276630651435,0.9627542067017972,0.9908708033319629,0.051815933580639434,0.028832836213539364,0.051815896178819536,0.051815933580639434,0.051815933580639434,0.04590101130542299,0.016508702494348004,0.04404142008201047,0.010109817598071667,0.018647000578804765,0.028551166391580132,0.02512689810387778,0.04958496537522386,0.020447164954059724,0.028551166391580132,0.018800536345556437,0.03278537723160434,0.05973833149886884,0.007734769538953507,0.11094920771612317,0.06170684845822045,0.11094912254581048,0.11094920771612317,0.11094920771612317,0.07817660498066324,0.02465887348301898,0.0749734953690973,0.014042096198508226,0.021912323663716267
