case_study,model,dropout_rate,block_size,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_miss_ghost_mean,[match] iou_mean,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff,[obj_level] kill_rate_miss_mean_CI95,[obj_level] kill_rate_ghost_mean_CI95,[obj_level] kill_rate_miss_ghost_mean_CI95,[match] iou_mean_CI95,[match] vr_diff_CI95,[match] ie_diff_CI95,[match] mi_diff_CI95,[match] var_diff_CI95,[match] ps_diff_CI95,[miss] vr_diff_CI95,[miss] ie_diff_CI95,[miss] mi_diff_CI95,[miss] var_diff_CI95,[miss] ps_diff_CI95,[ghost] vr_diff_CI95,[ghost] ie_diff_CI95,[ghost] mi_diff_CI95,[ghost] var_diff_CI95,[ghost] ps_diff_CI95
social_perception,yunet_s,0.2,1,0.1966388953278869,0.15760446930083677,0.31884787113719715,0.3123655182747179,0.1999474615340849,0.16771528894900967,0.20070214877725992,0.9367828705792424,0.9802489476868579,0.4154694244828481,0.33862110181280664,0.41546893563128656,0.4154694244828481,0.4154694244828481,0.17934506128202488,0.11656064315915204,0.17863580584160285,0.06809675570481494,0.10085848562345394,0.23135080765616234,0.1039156217181159,0.2785782350660374,0.24817722985910706,0.22522137909238454,0.185258887784712,0.23175112972782164,0.11730975054959147,0.0052303553495924365,0.05751170348860451,0.04561273258784456,0.05751157765761403,0.05751170348860451,0.05751170348860451,0.00504097838362684,0.0015276505032666748,0.00483791362715425,0.009252104588518753,0.004136416876092253
social_perception,yunet_s,0.2,3,0.2888674625714693,0.21622509762846528,0.4338173802008593,0.4016377663383916,0.2905816720420949,0.23137538069108313,0.28995595198899116,0.954168400096484,0.972823576849135,0.5283671297108475,0.4190672507363269,0.5283665027979761,0.5283671297108475,0.5283671297108475,0.15241283005860276,0.10228772739383207,0.15151518398808117,0.07527087938122173,0.10527280482980363,0.3353498753828616,0.19704055795538533,0.4065374506750146,0.33420281284276976,0.3193180916023762,0.2501384175315401,0.3307243116467801,0.07770931690951921,0.011684253082940962,0.04933488714047898,0.03681273605484088,0.049334774026625276,0.04933488714047898,0.04933488714047898,0.011805588346075648,0.001847446573512595,0.011401803369788943,0.00515593978504826,0.0048048272968048925
social_perception,yunet_s,0.2,5,0.329884012585065,0.252948599895732,0.4893866310478722,0.43724611525562035,0.33165635324096393,0.25715226361006677,0.3281088721838849,0.9571150909789021,0.9678494701895634,0.5792125744739209,0.4534654075141238,0.5792118814945092,0.5792125744739209,0.5792125744739209,0.1453144600134635,0.09814738704919466,0.14436436676509665,0.07859327104480845,0.10436237715302189,0.3919421615320686,0.23443675484114443,0.4554198973895059,0.36893501584677557,0.35923789568864056,0.2750210488986859,0.3723411461579391,0.06212071376841329,0.02008113653750037,0.06614047908785882,0.045929752073176906,0.06614031876710152,0.06614047908785882,0.06614047908785882,0.011094769853989562,0.0004343079389467165,0.010532762261971338,0.004344961525563746,0.0030709723485677996
social_perception,yunet_s,0.2,7,0.35279968456223765,0.2707037461826764,0.5174566673742206,0.45058798080774354,0.3486217472668798,0.2660334647933238,0.34334554510888277,0.9582744354380104,0.9645598183713203,0.6034281215023769,0.46876351655575427,0.6034273955737436,0.6034281215023769,0.6034281215023769,0.14190057671247144,0.09593955331222387,0.14093970263221903,0.08030061984221849,0.10429437661580859,0.4151759531195541,0.2510103007969068,0.4708444361936479,0.3896165492694422,0.3866632213885599,0.29472083949499106,0.3992763886895085,0.05114808090099947,0.02732368221211125,0.08391383238564469,0.05903525609716734,0.08391363824274692,0.08391383238564469,0.08391383238564469,0.012090128450336607,0.0019353478999350753,0.011539507504177513,0.00502290174932609,0.0010059322983793197
social_perception,yunet_s,0.2,9,0.3647760467608882,0.2834073115482609,0.5338140913850796,0.4565811127683304,0.35876173431057373,0.27116913694386613,0.35197825180499986,0.9579423083670084,0.9640861810648905,0.6124756496442384,0.4738045537556923,0.6124749169621845,0.6124756496442384,0.6124756496442384,0.14312686905395652,0.0959330953279216,0.14216363820771014,0.08087717417758107,0.10349939007906887,0.42755900502577043,0.26870430927690014,0.48516943811179614,0.38945079539239,0.386156796335596,0.2931412955226741,0.3990891093668455,0.04713652508027668,0.02970818173696164,0.09195599681389022,0.06579103754987552,0.09195577715692779,0.09195599681389022,0.09195599681389022,0.01144106653589676,0.0010434630053838458,0.010818928803206344,0.005526550636923972,0.00027129528762852577
social_perception,yunet_s,0.25,1,0.22387417928981593,0.17737176529055865,0.3566261711988292,0.34290315161768814,0.22543056293155775,0.1867549379050438,0.22662953134391794,0.948407868825493,0.979306081707851,0.4466738000098367,0.3609785726524599,0.4466732690557617,0.4466738000098367,0.4466738000098367,0.171628188945498,0.11216049054482509,0.17077577170012792,0.06972819003687718,0.1021812954403099,0.2662348628223199,0.10875491758944175,0.3045111417913221,0.26798719553333455,0.2517081068006183,0.20133188882549002,0.2589601504622626,0.09297109299836906,0.005053413139577017,0.061770053175706184,0.04815727399560037,0.061769922311644035,0.061770053175706184,0.061770053175706184,0.007408484646831214,0.002593119331402186,0.007308634072162207,0.005465665800247142,0.00680238609097194
social_perception,yunet_s,0.25,3,0.31531806155031206,0.24065800451621847,0.47106526154562484,0.42533267775778993,0.31254312154497726,0.24563337720640557,0.3104767607204647,0.9602383343512878,0.9713734034101015,0.5636454002921932,0.4438922470765532,0.5636447255749685,0.5636454002921932,0.5636454002921932,0.14757588023901533,0.0996485221393155,0.1466529282678047,0.077229465098709,0.1043224193675721,0.37113494434083844,0.20133844948494806,0.42395349994047526,0.3542153261590757,0.34745859740814844,0.26641957523022525,0.3589117197090996,0.06143085465965218,0.017053077706862103,0.062461496953915396,0.04533546217571134,0.06246134671438391,0.062461496953915396,0.062461496953915396,0.008389095260978531,0.0004249807889559631,0.007976024216714795,0.003976047936631384,0.00040316493254594435
social_perception,yunet_s,0.25,5,0.35962400408097445,0.2795977009489525,0.5281141436966831,0.4591476337481073,0.35594400299471096,0.27021505516189204,0.34975061230739324,0.9618243254034624,0.9643444521509431,0.6102552905215366,0.4743480801037188,0.6102545630781563,0.6102552905215366,0.6102552905215366,0.14127602400144612,0.09548618695477534,0.1402880470852654,0.07986419317266313,0.1048671735293521,0.42596149853583753,0.24680026903108862,0.4740153660832922,0.39320637684571597,0.39051205157448776,0.2980207369493156,0.404759803949388,0.046295077470243466,0.028856444731525478,0.0890231296751822,0.06151074940358888,0.08902291672078584,0.0890231296751822,0.0890231296751822,0.010829451722895577,0.0017341917659094719,0.010308754716142182,0.00414406273788871,0.003489671760898229
social_perception,yunet_s,0.25,7,0.38057433203011515,0.2963311507638915,0.5525079763012515,0.4716091896209678,0.37469943539961587,0.2788237036007645,0.3649014493349279,0.9622188406536941,0.9629650148457669,0.6289434597718923,0.4849568422043455,0.6289427130861194,0.6289434597718923,0.6289434597718923,0.1394688448794265,0.09418312885953417,0.13853074870172613,0.0815691257336899,0.10386844843046748,0.44698271574497733,0.27648370950196927,0.49594881417284425,0.3976971622210255,0.39788979094211246,0.3016784466518953,0.41374619729216255,0.03655273702236615,0.035488135901350776,0.10001665679986649,0.06913824593548427,0.10001640594368366,0.10001665679986649,0.10001665679986649,0.014568260464134782,0.0022869071206141445,0.013757131364412435,0.005888300296794477,0.000967908365901699
social_perception,yunet_s,0.25,9,0.39624907673612625,0.30744163747185066,0.5697501446083383,0.47966584372669563,0.38821702677773223,0.28538273420191046,0.37667140676735805,0.9622855848188046,0.9602701180739581,0.6296372957172888,0.4822060257694251,0.6296365474340262,0.6296372957172888,0.6296372957172888,0.13988424698560228,0.09377737608835497,0.13892283016234985,0.0819946759383114,0.10342430933732416,0.45251365468213894,0.28847499699888957,0.49810710380446227,0.40022190218617654,0.39919940871452053,0.30210738694259154,0.4158699477197889,0.03139836083312609,0.03557553510585946,0.12404278291364272,0.08515493856638146,0.12404248111091233,0.12404278291364272,0.12404278291364272,0.015349180693435473,0.0035836315867441917,0.014754865978597393,0.005911736198117829,0.0007587130096004816
social_perception,yunet_s,0.3,1,0.25072822820888735,0.1967511870449261,0.3923304054242671,0.37207673864058527,0.25099351765223227,0.20464493934048988,0.2512198749014751,0.9565876688690675,0.9775585999489925,0.484365026965029,0.38868987760049384,0.48436445250021803,0.484365026965029,0.484365026965029,0.16482294220069502,0.10815444055575733,0.16394006111828804,0.07170495163037853,0.10292608767478521,0.2979606602049439,0.11580486045123811,0.32837907391949067,0.28913661574908706,0.27934661196925564,0.22137318787701205,0.28853152015578976,0.07414931724300265,0.008610748577401366,0.06359905334804278,0.048968076768232116,0.06359891360517614,0.06359905334804278,0.06359905334804278,0.007548604434800968,0.003115112127859863,0.007496422608487356,0.005939798614908128,0.004364389727543649
social_perception,yunet_s,0.3,3,0.3413348986228086,0.2624640344587653,0.5049715764907329,0.4503375367353543,0.33963156536948613,0.26244495747750546,0.3348128467344745,0.964427200740022,0.9675604288453797,0.5957430569641652,0.4659126337833634,0.5957423431079842,0.5957430569641652,0.5957430569641652,0.1430313811790559,0.09690913677564579,0.14204016252853513,0.0787337563431305,0.10445274323368087,0.39194731383948067,0.21556063481981827,0.4377751210699206,0.36216525691133583,0.3564187698398743,0.2724577017437424,0.37143763545471387,0.04782478178032917,0.024088683711055495,0.060904457194138034,0.04606010222352955,0.06090431992279992,0.060904457194138034,0.060904457194138034,0.008934479837809532,0.0015174826465451543,0.008591555768340945,0.0039424170377581145,0.0023716634456021433
social_perception,yunet_s,0.3,5,0.3852657988119845,0.3008609675785266,0.5592388601593903,0.4780849539263872,0.3796575037161732,0.2826405739273839,0.36972464281359324,0.9644062437727738,0.9617288122082654,0.6335405158854787,0.4885343260210349,0.6335397618504347,0.6335405158854787,0.6335405158854787,0.13799453155794242,0.09378566047228287,0.1370055206570258,0.0811036656613862,0.10454975285015045,0.4482460681990521,0.26821173368003015,0.4899265191643464,0.3990937190562786,0.40276821618389624,0.3029164144543121,0.41583352753668246,0.0351086078561174,0.0369825242686002,0.10383542152684813,0.07110373184247525,0.10383516467956255,0.10383542152684813,0.10383542152684813,0.014934355126241418,0.0029167818875818546,0.014285441067792184,0.005052708945390143,0.002595918326795686
social_perception,yunet_s,0.3,7,0.40924214352244664,0.3194674690020471,0.5864006243288727,0.49214153893953116,0.4041716775511717,0.2927388743693183,0.390096416126902,0.9644467585462818,0.9593739251449365,0.6455686212810422,0.4935033582294443,0.6455678380298795,0.6455686212810422,0.6455686212810422,0.13752433493711425,0.09276570362593883,0.13656329406411596,0.08231687227266489,0.1040479640318094,0.4663790297225564,0.28667841430394464,0.5003431809236798,0.4062903125278803,0.40372163254367666,0.3084928424557471,0.4221316446006653,0.026704612273474558,0.0392156115047253,0.11566216070820136,0.07972193178545184,0.11566192589854031,0.11566216070820136,0.11566216070820136,0.014093825780351493,0.0030291216828812685,0.013562037279023272,0.004849727125349129,0.0018286000967267125
social_perception,yunet_s,0.3,9,0.4224798009593671,0.3301889711359331,0.6007596575060047,0.5000603306440353,0.4185454838523727,0.2983796059177026,0.40137154876694875,0.9642976217860727,0.9583242198426006,0.6326354839656334,0.4802573180282448,0.6326347282490143,0.6326354839656334,0.6326354839656334,0.13918126876118284,0.09297063375528482,0.1381601767639947,0.08217758256575664,0.10378340770768187,0.47590459507296373,0.3005352599865923,0.5056108363780184,0.4003435254771594,0.39443388685313946,0.30374529156956126,0.4173004703364761,0.022203856354075256,0.03760654793696313,0.16803000751811167,0.11889327931212754,0.16802966856427695,0.16803000751811167,0.16803000751811167,0.01412233824891124,0.0028475903258646205,0.013325542723410315,0.004827328528145417,0.0017624033087764214
social_perception,yunet_s,0.35,1,0.2746441567456103,0.2146238579940839,0.42408587426068006,0.39623959966733713,0.2728296226915282,0.21958180999827173,0.27220656627164164,0.9621283970109863,0.9752163529508503,0.5101209767369986,0.4067968430489019,0.5101203761969706,0.5101209767369986,0.5101209767369986,0.15995057002472646,0.10529133397692263,0.15902527451474713,0.0731887504708665,0.10303730461730608,0.33378959932255997,0.11837019177235468,0.34962783508926715,0.31147142596612365,0.3107554452158772,0.24047308404941034,0.3198896855303471,0.06165354987179056,0.013647784097469397,0.07285120736227871,0.054120603167901155,0.07285102538818311,0.07285120736227871,0.07285120736227871,0.004698377087901111,0.0016324406447066648,0.004531860933509426,0.004172709549121511,0.002846888766098252
social_perception,yunet_s,0.35,3,0.3645584039334094,0.28219157611513634,0.5341279574793812,0.46851897918391816,0.36024875051496547,0.2737616184321025,0.3536505565197581,0.9671759280167462,0.9643567048384322,0.6131421082286369,0.47657599058225064,0.6131413725081335,0.6131421082286369,0.6131421082286369,0.13902908168041928,0.09510266428000147,0.1381290152928869,0.08001899592827644,0.10454658397974026,0.4191983334221446,0.2295281197271943,0.4556674425770142,0.37419747356888067,0.37586022498150273,0.2860536590454889,0.3910515395200625,0.037523239544383614,0.028699360192253345,0.0920130012781849,0.064765613857106,0.09201278466184523,0.0920130012781849,0.0920130012781849,0.011227827566453592,0.002139780072521349,0.010752938925859611,0.0045254729174697556,0.0013031594261200873
social_perception,yunet_s,0.35,5,0.4078600055203323,0.3223052425393069,0.5872820709606777,0.4960137819680745,0.40294868774903375,0.29350492692019986,0.38954043615762185,0.9662651687973914,0.9594988352091006,0.6456712899887412,0.4950717320924243,0.6456705231821285,0.6456712899887412,0.6456712899887412,0.1363162054307737,0.09256869784381012,0.13532019280503096,0.08212536196077953,0.10426015026945973,0.4653121162303726,0.2777182935614719,0.49391697836679943,0.3929987924819607,0.3963511370397626,0.2992610371529153,0.41358995218598255,0.02624627183914251,0.03723022007305852,0.12332822656594006,0.0857921414833039,0.12332793407216971,0.12332822656594006,0.12332822656594006,0.011775583679228952,0.0021896410009979226,0.011270204003438505,0.005130529334992467,0.0009545558246511112
social_perception,yunet_s,0.35,7,0.43484782831804925,0.34025115355389407,0.6148040984632757,0.5121816430135445,0.42991023630777603,0.30488404767366867,0.41271311082840034,0.9659178440548878,0.9576866880502869,0.6400109265327801,0.48458964909914887,0.6400101624660285,0.6400109265327801,0.6400109265327801,0.13653472639655653,0.09188415242840682,0.1354773723751623,0.08273270347480073,0.1038352820521875,0.4847807113036904,0.300213381399069,0.5051272950100155,0.3974273962928489,0.3960651525317396,0.3021070541155028,0.41626191600611595,0.018441738183639027,0.043574501765967034,0.18453686014563916,0.13257013641235482,0.1845364770377123,0.18453686014563916,0.18453686014563916,0.016851304203053478,0.00403219511978996,0.01618867280838845,0.004878060908384185,0.0020964041887575257
social_perception,yunet_s,0.35,9,0.4513907880436048,0.35095636127109864,0.630750579601321,0.5165148013881454,0.4421600482155676,0.3062253471847865,0.4210220993856071,0.9653647979786643,0.9581269772803184,0.6325239292874092,0.47532950288401093,0.6325231728396238,0.6325239292874092,0.6325239292874092,0.1383178776272695,0.0922172367192331,0.13723303275624651,0.08295795714797001,0.10308875723913757,0.49090003776067725,0.3143722690653085,0.5058391248775409,0.40721502576706403,0.39151132093604235,0.3079872311174876,0.42193944434396613,0.015292664175931062,0.044429425087110404,0.21368188963437837,0.1554412904856567,0.2136814925876512,0.21368188963437837,0.21368188963437837,0.017290517572162163,0.004355241680987774,0.016625310289905555,0.006146077865903454,0.0008226875033177017
social_perception,yunet_s,0.4,1,0.30037634863511176,0.23619020948234967,0.4588956351744486,0.4199169656912874,0.29533556256769605,0.2346201327998165,0.2940618178184481,0.9661718862328553,0.9729605296229851,0.543122833856606,0.4297812522901537,0.5431221886152015,0.543122833856606,0.543122833856606,0.1539646593306402,0.1020694014220217,0.15292751627475312,0.0752596617166867,0.10314352590164906,0.3637962355376917,0.11953561644499716,0.36582429295947755,0.32598606360536375,0.33184408782926506,0.2541772178273142,0.34249831683289156,0.04848234104540903,0.018181080133803207,0.0801810104922215,0.058879932421663374,0.08018081873310284,0.0801810104922215,0.0801810104922215,0.007404316280725606,0.0033176235312191607,0.007355785343668595,0.00543351855506179,0.0009260675905832857
social_perception,yunet_s,0.4,3,0.3842647616718127,0.3013325195735806,0.5596889696447355,0.4830572895241805,0.37904757553915314,0.2826817084471201,0.36891807678583005,0.9687635076446469,0.9617896830810033,0.6297887815399811,0.48646299901878715,0.629788028720535,0.6297887815399811,0.6297887815399811,0.13734494874566802,0.0937890111960607,0.13638815850742544,0.08096523925504523,0.10469725334490937,0.4406655987836137,0.24244300714056927,0.46682781128496886,0.379448575112876,0.38394088597523635,0.2909209359884239,0.40058517727019355,0.02945175662941334,0.03277644305586184,0.11375029981103281,0.08172575861188906,0.11375003530104821,0.11375029981103281,0.11375029981103281,0.008014793286724423,0.001395178697791446,0.00766239420271777,0.0030777417981044603,0.002185936708749779
social_perception,yunet_s,0.4,5,0.4336762357233557,0.34214215654076074,0.6159181590817534,0.5149870820648416,0.4308239573562669,0.30603058974153724,0.4127183599124142,0.9667156147724265,0.9580832716427197,0.6521833652021644,0.4951134475984594,0.6521825825909481,0.6521833652021644,0.6521833652021644,0.13464258645820693,0.09165681888504311,0.1336890500175052,0.08264195939535769,0.1044296143251393,0.4766659702721728,0.29108057783339353,0.4957170665312657,0.39056640140540927,0.38904419469546164,0.2982322672601467,0.4099839657409434,0.02011871990602506,0.04149435584435722,0.15929807137492602,0.11540093002244253,0.1592977542420481,0.15929807137492602,0.15929807137492602,0.015253439432659667,0.0032830623404033576,0.01467831788589958,0.00474195700508368,0.0021939070425477467
social_perception,yunet_s,0.4,7,0.46071696212108026,0.35740840203696855,0.6401870516570473,0.5248247555441724,0.4501712243533234,0.3098273734836497,0.4286631262249787,0.9672741084463379,0.9569576084283776,0.6334545895617715,0.47604057863676336,0.6334538278671153,0.6334545895617715,0.6334545895617715,0.13601929145647815,0.0912718194199446,0.13495336148900114,0.08323405584269956,0.1035844477220263,0.4955035384694608,0.31721371793107167,0.506750031599951,0.4092666935923323,0.3950154231841073,0.31159796999617806,0.42531448571431596,0.014006109409294589,0.04565634733596184,0.23044217474252796,0.16830227871335168,0.23044176701582753,0.23044217474252796,0.23044217474252796,0.015181173783850721,0.004170169110277381,0.01460999733186805,0.005198258396834079,0.0017012125892033486
social_perception,yunet_s,0.4,9,0.47637680409079847,0.36806893841154426,0.6552499821759857,0.5327831126370025,0.465182354411618,0.3153292450777281,0.44220884691620926,0.9661174413955491,0.9572944927626591,0.6333893719378163,0.4725271527128499,0.6333886144717206,0.6333893719378163,0.6333893719378163,0.13906160242854843,0.09186413456398163,0.13792553174979946,0.08309749914917493,0.10282382571055178,0.5042799171058648,0.33520615012299115,0.5093719152938131,0.4075873379034931,0.37956176412110293,0.31087682898367885,0.4178885588525392,0.010538491921855183,0.04781538951432259,0.2534805318608123,0.18573825946503664,0.2534801028744689,0.2534805318608123,0.2534805318608123,0.016434867370259038,0.004334372141678005,0.015767799152104238,0.004793937848485283,0.0017082976817616783
social_perception,yunet_s,0.45,1,0.3257355289396298,0.25992316199984045,0.49432521627720755,0.44242922289806935,0.317702126634088,0.2484015035098389,0.3148977030181554,0.9697081064717031,0.9703904397128653,0.5738326966410146,0.451199629683632,0.5738320117914427,0.5738326966410146,0.5738326966410146,0.1489169074462675,0.09928579880544854,0.14784945161952048,0.07691016295879437,0.10281716043295026,0.3890693123395531,0.1302950363309286,0.3815679704516384,0.33784223469504154,0.35210055689230085,0.2667875618163523,0.3623906486365167,0.03654086667572967,0.024083971576928362,0.08665654572151153,0.06328364818410508,0.08665635712455494,0.08665654572151153,0.08665654572151153,0.0069385294668134825,0.0017557569550633138,0.006761416016382754,0.0025809981973089783,0.0012737139557528227
