case_study,model,dropout_rate,block_size,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_miss_ghost_mean,[match] iou_mean,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff,[obj_level] kill_rate_miss_mean_CI95,[obj_level] kill_rate_ghost_mean_CI95,[obj_level] kill_rate_miss_ghost_mean_CI95,[match] iou_mean_CI95,[match] vr_diff_CI95,[match] ie_diff_CI95,[match] mi_diff_CI95,[match] var_diff_CI95,[match] ps_diff_CI95,[miss] vr_diff_CI95,[miss] ie_diff_CI95,[miss] mi_diff_CI95,[miss] var_diff_CI95,[miss] ps_diff_CI95,[ghost] vr_diff_CI95,[ghost] ie_diff_CI95,[ghost] mi_diff_CI95,[ghost] var_diff_CI95,[ghost] ps_diff_CI95
social_perception,yunet_s,0.1,1,0.13687813494129,0.11125672124723503,0.2302011641717611,0.23418937660376535,0.1412556442402824,0.12198311709272984,0.14136278571578806,0.8883410573568873,0.9806985683103872,0.3390656431009021,0.28076508584408283,0.33906524817662737,0.3390656431009021,0.3390656431009021,0.1879202160375603,0.12440783044928477,0.18744310465866143,0.06959983383172624,0.0997517192056996,0.15651981633487622,0.09611470201671898,0.22257701880781144,0.18895321961962616,0.156682883894031,0.1352898764510738,0.16149125076479906,0.1988167329691845,0.014769534117334107,0.041939344508827275,0.03490401131838433,0.04193923321417965,0.041939344508827275,0.041939344508827275,0.022993923631945343,0.006911630574391081,0.02277225014623473,0.01887333465602008,0.013803918726137713
social_perception,yunet_s,0.1,3,0.21030896413204406,0.16453474070457305,0.33453839955998105,0.3198208486059108,0.2163508764342117,0.17901078864189704,0.21723956216724685,0.9248776351028747,0.9791794665197019,0.42324882920557955,0.34195957482115763,0.4232483253743424,0.42324882920557955,0.42324882920557955,0.170303817017014,0.11260565084747827,0.16954738838674666,0.07129771635511743,0.10196119176949454,0.24689228715621264,0.15479500008436664,0.32901419379454155,0.275687190986847,0.24400333073555688,0.20015712287825568,0.253334048459265,0.13948927888047105,0.006154024077428968,0.044673429005252924,0.036248470160308605,0.04467331880444272,0.044673429005252924,0.044673429005252924,0.009711031093521522,0.0028060678310235817,0.009397521781551328,0.007477707537764728,0.0038368982229899074
social_perception,yunet_s,0.1,5,0.2465824499165067,0.1918604913534296,0.3835402833072267,0.3557589267753604,0.25192642523162756,0.20413342540264814,0.25235295953929354,0.933340492909267,0.9768832671644189,0.4737466892335609,0.37863410975219386,0.47374613818291295,0.4737466892335609,0.4737466892335609,0.15816514229425246,0.10556295630885254,0.1573139175258043,0.07558668414066849,0.10445399470689687,0.2964977497388537,0.19296245529970607,0.38624421703752404,0.31378502929246405,0.2872200505854771,0.22889020860900153,0.296825500777598,0.11889305680188872,0.00450536230927293,0.04253778631982205,0.03352803775275596,0.04253769085347046,0.04253778631982205,0.04253778631982205,0.013482702556251567,0.0027006757787322324,0.012989541411511669,0.00888857044988433,0.006728458232027267
social_perception,yunet_s,0.1,7,0.2667529638701316,0.20766373563446702,0.41100664753691535,0.3735794398400458,0.2713588237316954,0.21704334126838556,0.2707556801249977,0.9367740204008839,0.9740260157783703,0.4963559887913523,0.39405846310458476,0.49635539838083015,0.4963559887913523,0.4963559887913523,0.15371386969704245,0.10347778107982863,0.1528870166662634,0.07679126615519781,0.10494518408004133,0.32402463623007854,0.204008369161249,0.40732335361508876,0.33763529589968,0.31417782431937175,0.2486223103240865,0.3256508660240468,0.10851195920145229,0.00858134572129665,0.06250471375450652,0.04751044425874861,0.06250458153923433,0.06250471375450652,0.06250471375450652,0.013385738502682282,0.0009853930106117213,0.012654072462322084,0.007558673346628044,0.0040461436605291985
social_perception,yunet_s,0.1,9,0.27898363980036295,0.2170442841739084,0.4265762864225057,0.3832624177314499,0.28178392758518683,0.22372006062660366,0.2804843916196087,0.9381183471783707,0.9729565190887998,0.5099091041698584,0.40263341813243225,0.5099085006684062,0.5099091041698584,0.5099091041698584,0.15402176012629484,0.10292533962262863,0.15309484109128957,0.07691914191479172,0.10418126102647263,0.3375061504874354,0.22175117414260126,0.4253151808254698,0.3416255396477245,0.32254676007426264,0.2528497096893906,0.3328850922730627,0.09903664554738477,0.010508474114134882,0.07485750839577605,0.056146674967618916,0.07485736655296822,0.07485750839577605,0.07485750839577605,0.008928387410848632,0.0011747341783608894,0.008345440780197394,0.004432454948894916,0.004589392996818551
social_perception,yunet_s,0.15,1,0.16922999202905664,0.13585581835881433,0.27852992382404457,0.277729804982726,0.17323102614794297,0.14763746357357008,0.17401520281222307,0.9190439426300294,0.9807837465777576,0.3838875769392116,0.31533082189163936,0.3838871213671418,0.3838875769392116,0.3838875769392116,0.18343263890194417,0.12012189862386234,0.18284702889804072,0.06849301029388201,0.10034363495478198,0.1915217312908499,0.10320457094951054,0.25107763530335503,0.21538718655095618,0.18705472792342318,0.15751417247254246,0.19307805670520609,0.14721050737086608,0.01088308043644616,0.06016967526805259,0.04897181408422179,0.06016957062843328,0.06016967526805259,0.06016967526805259,0.014657303307831953,0.004984589416949285,0.014347168409004083,0.011945719136564815,0.008864300848455409
social_perception,yunet_s,0.15,3,0.25257805064290473,0.19382615472415554,0.3901079986194102,0.36581104320742525,0.25591736135853355,0.20750309425550473,0.25653583911120986,0.9445338966975246,0.977008759465428,0.4742198530178967,0.3788481912713013,0.47421930631658754,0.4742198530178967,0.4742198530178967,0.16114113688305412,0.10710495061430349,0.1603097947788583,0.0734931145855298,0.10279459334146146,0.29740603208223587,0.1729567370773721,0.37080093586519264,0.3101396277422385,0.2880483023856171,0.2294802750502973,0.29811721721121004,0.09948066101646968,0.004774811658996958,0.048359586497123706,0.035437981258752506,0.0483594378141668,0.048359586497123706,0.048359586497123706,0.009718056938666437,0.0006636889825950313,0.009063135666679224,0.006916268774814033,0.0034919602175753173
social_perception,yunet_s,0.15,5,0.2945357803484521,0.22511984854096614,0.44426944255933526,0.4027305235954834,0.29573884798575095,0.2343839853982493,0.29488157656337793,0.9494924389936906,0.9722159328930805,0.5331223289989869,0.42135321646813395,0.5331217018110764,0.5331223289989869,0.5331223289989869,0.15104784959339393,0.10131692827993984,0.15019990265615749,0.07683140819924947,0.10389830659121906,0.3526257856654746,0.21672322709445868,0.42867743011399423,0.3508546021563599,0.3341997573231073,0.25864598239052666,0.3452165353310197,0.08441481710076325,0.012216469448186615,0.0617001302545268,0.045040078875553335,0.06169998167259115,0.0617001302545268,0.0617001302545268,0.011844743588978478,0.0026376463973095897,0.011347020215356095,0.005133586651456842,0.001564466593708835
social_perception,yunet_s,0.15,7,0.31501516938044977,0.24298013347556735,0.47168881861620976,0.417157440382345,0.3128122722242639,0.24470638323823005,0.310320446754825,0.9506980047197645,0.9698692870154001,0.5594048769830335,0.4392379040699042,0.5594042178453057,0.5594048769830335,0.5594048769830335,0.14902532321496753,0.09958815867113757,0.14807175183432233,0.0781992504253363,0.10417545560606788,0.37265740134441705,0.23654873263450465,0.44734962453245936,0.3659599406125989,0.3535995793625083,0.27285513581477533,0.36541358239348365,0.07528177616203667,0.01710578447545786,0.06916681435965968,0.04999382443426181,0.06916667104159037,0.06916681435965968,0.06916681435965968,0.0043405381735907266,0.002046418792377612,0.003826935913662993,0.004008498197766306,0.0011776641675760586
social_perception,yunet_s,0.15,9,0.3277682169609604,0.25396121721375803,0.48826744679342315,0.4275879746410858,0.3265404925005137,0.2527834281305579,0.3229084316048217,0.9518653695160021,0.967340463018826,0.575874689010305,0.44949426753565125,0.5758740033903808,0.575874689010305,0.575874689010305,0.14640711049420682,0.09799471559455342,0.14547019812607398,0.07968234716762186,0.1039292656908173,0.3848399830558759,0.2480803810231945,0.45842896926861004,0.3672453448628517,0.35596273468606243,0.2731512447193094,0.36761723241911376,0.06683121627050295,0.01845779983422043,0.06835456423480804,0.05050511305477795,0.06835439695370112,0.06835456423480804,0.06835456423480804,0.011379982563995182,0.0021233159408740356,0.010829368521849264,0.006211235516749147,0.0006652378622259892
