mutant_id,equivalent_mutant,iskill_miss,iskill_ghost,iskill_miss_ghost,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_miss_std,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_ghost_std,[obj_level] kill_rate_miss_ghost_mean,[obj_level] kill_rate_miss_ghost_std,[match] iou_mean,[match] match_rate,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] miss_rate,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] ghost_rate,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff
mutant_mc_dropout_0.1,False,True,True,True,0.008169934640522875,0.012000762343393227,0.006587301587301582,0.01037521664223559,0.014365079365079358,0.020346724256245736,0.03339145388399266,0.991830065359477,0.00816993464052287,0.00784059435857042,0.010018714053571286,0.9164820937356529,0.9852331514175372,0.03137254901960784,0.031372549019607836,0.014796088724745034,0.03137251091581919,0.031372549019607836,0.031372549019607836,0.029411764705882353,0.029411764705882346,0.008496661095658754,0.028880741145960568,0.008534925993537085,0.010080670583773882
mutant_mc_dropout_0.15,False,True,True,True,0.009640522875816992,0.01492325208820643,0.0076657329598506,0.013355711887747802,0.017110177404295043,0.02564568957296407,0.037866853188365815,0.990359477124183,0.009640522875816987,0.007016202137263068,0.011989235976826117,0.9328200893705357,0.9870755290956158,0.03529411764705882,0.035294117647058816,0.018245801052610897,0.03529410812111165,0.035294117647058816,0.035294117647058816,0.03725490196078431,0.037254901960784306,0.010531383639746634,0.0364196850137222,0.009253688312676527,0.01212519585348931
mutant_mc_dropout_0.2,False,True,True,True,0.014052287581699345,0.015771682255924412,0.008473389355742291,0.011084212394169997,0.02206816059757236,0.025345899128863564,0.04521587810169486,0.9859477124183006,0.014052287581699342,0.011008393818699055,0.01737833920244258,0.9439288501727225,0.9883990449149298,0.05294117647058823,0.05294117647058823,0.026286764214045993,0.05294110623531701,0.05294117647058823,0.05294117647058823,0.0392156862745098,0.039215686274509796,0.00871603343846623,0.03823102144339398,0.002312846764266286,0.011941469742647497
mutant_mc_dropout_0.25,False,True,True,True,0.015653594771241827,0.021166720951954963,0.014771241830065352,0.019852128601606966,0.030228758169934634,0.0359407091909933,0.04886683776114776,0.9843464052287582,0.01565359477124182,0.01065773011316386,0.019236977042354227,0.9524388533955855,0.9893268564972769,0.05294117647058824,0.05294117647058822,0.028142425099400112,0.05294111147203071,0.05294117647058822,0.05294117647058822,0.05588235294117647,0.05588235294117645,0.014367560762680932,0.054354639908591164,0.008145786700088626,0.012021953750493026
mutant_mc_dropout_0.3,False,True,True,True,0.019183006535947712,0.01615963046678089,0.012380952380952374,0.022817677430728486,0.031302521008403354,0.035592720202525185,0.050429579824468,0.9857189542483659,0.014281045751633982,0.01172480697485457,0.017596319801128912,0.9611588239928136,0.989821211868967,0.07254901960784314,0.07254901960784313,0.03743400520961911,0.0725489287281771,0.07254901960784313,0.07254901960784313,0.04509803921568628,0.04509803921568626,0.01481595383781305,0.04426565263457122,0.0149388935491599,0.020726347834979685
mutant_mc_dropout_0.35,False,True,True,True,0.019281045751633984,0.021512097753899527,0.015247432306255828,0.02668923615738611,0.034169000933706804,0.04314360949826382,0.057523862062838514,0.980718954248366,0.01928104575163398,0.015624866091817758,0.022909497650560356,0.9664156090960961,0.9906949091487375,0.06274509803921569,0.06274509803921567,0.03340859496291347,0.06274503544620516,0.06274509803921567,0.06274509803921567,0.05882352941176471,0.05882352941176469,0.017966614972235714,0.05684442739817702,0.016292971868981654,0.026671884664528887
mutant_mc_dropout_0.4,False,True,True,True,0.016732026143790848,0.020968576386342974,0.01579365079365079,0.02324063904312341,0.03213352007469653,0.041580250129834316,0.0575443045208204,0.9832679738562092,0.016732026143790837,0.013746234578628364,0.021364451716244064,0.9715138347633248,0.9918407824971008,0.049999999999999996,0.04999999999999999,0.02728898303048769,0.04999995537822937,0.04999999999999999,0.04999999999999999,0.05359477124183007,0.053594771241830055,0.01672275717901591,0.05204079137112521,0.011677807864933982,0.01968658816746708
mutant_mc_dropout_0.45,False,True,True,True,0.019575163398692808,0.023815311264422042,0.017623716153127918,0.0334708221897529,0.0369047619047619,0.05201649867195852,0.062468763842445096,0.9804248366013072,0.019575163398692804,0.01619189204349684,0.02388721584298654,0.9758811732146171,0.9914759416371789,0.056862745098039215,0.05686274509803921,0.03190548164289836,0.056862699369085216,0.05686274509803921,0.05686274509803921,0.0519607843137255,0.051960784313725465,0.021944905909408202,0.05096542006127631,0.016338853851654133,0.04026582911210426
mutant_mc_dropout_0.5,False,True,True,True,0.020784313725490194,0.023519756311629423,0.027110177404295038,0.03742140838746472,0.04694677871148458,0.056280912918468096,0.06592132781713113,0.9792156862745097,0.020784313725490187,0.016761661562204495,0.025673144656556963,0.9772775596982961,0.9927611509672551,0.06274509803921567,0.06274509803921567,0.03457968279259214,0.0627450580619077,0.06274509803921567,0.06274509803921567,0.07549019607843137,0.07549019607843135,0.02537666466539087,0.07229713756937035,0.015173682329866595,0.0285093850459624
mutant_mc_dropblock_0.1_1,False,True,True,True,0.009477124183006535,0.008724489691731719,0.007978524743230624,0.012867295082372806,0.017063492063492062,0.019350341890615904,0.034612559190609356,0.9905228758169935,0.009477124183006535,0.006984372782882109,0.011391674506293022,0.9114372344154442,0.9839087101776027,0.03725490196078431,0.037254901960784306,0.017489265908931774,0.03725486385699566,0.037254901960784306,0.037254901960784306,0.03431372549019608,0.03431372549019607,0.009258759316452342,0.03390239331907003,0.007725909790781164,0.012120173037673113
