test_suite,[img_level] iskill_miss_p_value,[img_level] iskill_miss_cohens_h,[img_level] iskill_miss_power,[img_level] iskill_miss_count,[img_level] iskill_ghost_p_value,[img_level] iskill_ghost_cohens_h,[img_level] iskill_ghost_power,[img_level] iskill_ghost_count,[img_level] iskill_miss_ghost_p_value,[img_level] iskill_miss_ghost_cohens_h,[img_level] iskill_miss_ghost_power,[img_level] iskill_miss_ghost_count,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_miss_std,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_ghost_std,[obj_level] kill_rate_miss_ghost_mean,[obj_level] kill_rate_miss_ghost_std,[match] iou_mean,[match] match_rate,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] miss_rate,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] ghost_rate,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff
image_stable_diffusion_130,0.0042662002428314,0.7269603756784926,0.6241903615999997,2,1.0,-0.2003348423231196,0.0,0,0.0042662002428314,0.7269603756784926,0.6241903615999997,2,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0666666666666666,0.1333333333333333,0.124627686733813,0.9333333333333332,0.0666666666666666,0.1033299950365163,0.0688529586339568,0.9939360076759404,0.9959118647582892,0.2,0.1999999999999999,0.1988249445775466,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_20,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614499568664447,1.0,0.0,0.0239806804440397,0.0016175940826829,0.9927178951712136,0.9953770007649764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_18,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528570827211371,1.0,0.0,0.0585543904464698,0.0154700135624893,0.9875928846549452,0.9943572504448266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_52,1.0,-0.2003348423231196,0.0,0,0.0001138491179057,0.9589446384042888,0.8506916541,3,0.0001138491179057,0.9589446384042888,0.8506916541,3,0.0,0.0,0.15,0.2291287847477919,0.15,0.2291287847477919,0.0490103159023895,1.0,0.0,0.0131830292901621,0.0007043843705613,0.9932243867147968,0.9956815983292618,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1499999999999999,0.0570094556760754,0.1452017283265883,0.051334375835233,0.1499999999999999
image_stable_diffusion_90,1.0,-0.2003348423231196,0.0,0,9.910000000000005e-18,2.297756702473389,0.9999999909,9,9.910000000000005e-18,2.297756702473389,0.9999999909,9,0.0,0.0,0.3,0.0999999999999999,0.3,0.0999999999999999,0.0327978772493007,1.0,0.0,0.0093679276462609,0.000261748543621,0.986626942210702,0.9943049574027896,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.1187520052742013,0.414743225380856,0.0555205516684667,0.0525621899149287
image_stable_diffusion_109,1.0,-0.2003348423231196,0.0,0,0.0956179249911955,0.4431662664701647,0.2639010709,1,0.0956179249911955,0.4431662664701647,0.2639010709,1,0.0,0.0,0.0333333333333333,0.0999999999999999,0.0333333333333333,0.0999999999999999,0.0540395948049212,1.0,0.0,0.0347086527471161,0.0034419792597359,0.9858211501179543,0.994147173407099,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0999999999999999,0.04952848878675,0.0999999999999999,0.0999999999999999,0.0999999999999999
image_stable_diffusion_101,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509339386408069,1.0,0.0,0.0408264601766911,0.0032249378145932,0.9867255683738966,0.9944366549003628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_51,0.0042662002428314,0.7269603756784926,0.6241903615999997,2,1.0,-0.2003348423231196,0.0,0,0.0042662002428314,0.7269603756784926,0.6241903615999997,2,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0666666666666666,0.1333333333333333,0.1143958179183633,0.9333333333333332,0.0666666666666666,0.1137279109786661,0.0703726657329697,0.9905881901692912,0.9951416385869396,0.2,0.1999999999999999,0.1929365913892399,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_47,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581567666690499,1.0,0.0,0.0440345801571579,0.0036713614482804,0.9888039644284504,0.9947387111518043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_127,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415731058723485,1.0,0.0,0.0127592573274709,0.0006808911681023,0.9874777613462666,0.9944584490024556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_134,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.047060866142828,1.0,0.0,0.1081746450563511,0.0330391456881386,0.9980695785360196,0.9978149040396114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_147,1.0,-0.2003348423231196,0.0,0,2.0289394126000006e-10,1.5718194052621075,0.9983222784,6,2.0289394126000006e-10,1.5718194052621075,0.9983222784,6,0.0,0.0,0.15,0.1224744871391589,0.15,0.1224744871391589,0.0474432330586628,1.0,0.0,0.0134228803054971,0.0007052039764997,0.992803694650314,0.9956875809605664,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1277626000540862,0.5587137622660996,0.0080890638155018,0.0045945278708305
image_stable_diffusion_113,1.0,-0.2003348423231196,0.0,0,0.0001138491179057,0.9589446384042888,0.8506916541,3,0.0001138491179057,0.9589446384042888,0.8506916541,3,0.0,0.0,0.1,0.1527525231651946,0.1,0.1527525231651946,0.0482071671121556,1.0,0.0,0.0121620667316143,0.0009910338316357,0.9949823541139616,0.9964532275749394,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0840962734138042,0.2755961403549727,0.00731518133308,0.0040540349891506
image_stable_diffusion_100,1.0,-0.2003348423231196,0.0,0,0.0956179249911955,0.4431662664701647,0.2639010709,1,0.0956179249911955,0.4431662664701647,0.2639010709,1,0.0,0.0,0.02,0.06,0.02,0.06,0.0635967019862976,1.0,0.0,0.0402106688153825,0.0061303866844019,0.9930875223815152,0.9956486267550776,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0999999999999999,0.051313102287538,0.0999999999999999,0.0999999999999999,0.0999999999999999
image_stable_diffusion_40,1.0,-0.2003348423231196,0.0,0,0.0042662002428314,0.7269603756784926,0.6241903615999997,2,0.0042662002428314,0.7269603756784926,0.6241903615999997,2,0.0,0.0,0.05,0.1,0.05,0.1,0.0486777029314232,1.0,0.0,0.0071078398797942,0.0002393418353078,0.9929209043343162,0.9956472454603326,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1999999999999999,0.0848705511917946,0.1896428175658389,0.0081251289760067,0.1999999999999999
image_stable_diffusion_83,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443611653089697,1.0,0.0,0.132855350146386,0.0641279291173753,0.9859328690926497,0.9939781423647074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_8,0.0001138491179057,0.9589446384042888,0.8506916541,3,1.0,-0.2003348423231196,0.0,0,0.0001138491179057,0.9589446384042888,0.8506916541,3,0.1,0.1527525231651946,0.0,0.0,0.1,0.1527525231651946,0.1570944772482108,0.9,0.1,0.1948993035900252,0.1226802361560207,0.9932883384241492,0.9956968094222834,0.3,0.3,0.2922723198628268,0.2999985436980196,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_87,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603100057818369,1.0,0.0,0.0184510667613169,0.0016402542412213,0.9913554691205144,0.9950356375053246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_65,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,1.0,-0.2003348423231196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.048632033377918,1.0,0.0,0.041604892104909,0.0048746063957329,0.99209424780965,0.9956840836759754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_stable_diffusion_48,1.0000000000000001e-20,2.9412578112666736,1.0,10,4.4203600000000015e-15,2.0139625932650613,0.9999958016,8,1.0000000000000001e-20,2.9412578112666736,1.0,10,0.6333333333333334,0.1,0.2,0.1,0.7,0.1247219128924647,0.4984890903071961,0.55,0.45,0.2715527777591595,0.4509170064376976,0.9447420990669636,0.9474314084008798,0.95,0.95,0.518519200118856,0.9499992500501752,0.95,0.95,0.8,0.8,0.1770412860279017,0.7036431240548762,0.0065013861456655,0.0037583037775859
