mutant_id,equivalent_mutant,iskill_miss,iskill_ghost,iskill_miss_ghost,[obj_level] kill_rate_miss_mean,[obj_level] kill_rate_miss_std,[obj_level] kill_rate_ghost_mean,[obj_level] kill_rate_ghost_std,[obj_level] kill_rate_miss_ghost_mean,[obj_level] kill_rate_miss_ghost_std,[match] iou_mean,[match] match_rate,[match] vr_diff,[match] ie_diff,[match] mi_diff,[match] var_diff,[match] ps_diff,[miss] miss_rate,[miss] vr_diff,[miss] ie_diff,[miss] mi_diff,[miss] var_diff,[miss] ps_diff,[ghost] ghost_rate,[ghost] vr_diff,[ghost] ie_diff,[ghost] mi_diff,[ghost] var_diff,[ghost] ps_diff
mutant_mc_dropout_0.1,False,False,True,True,0.0,0.0,0.0013513513513513514,0.0020642232860161435,0.0013513513513513514,0.0020642232860161435,0.011507671254952135,1.0,0.0,0.0005225778896592812,2.877739849998888e-05,0.47098483736888064,0.9395225120347074,0.0,0.0,0.0,0.0,0.0,0.0,0.002027027027027027,0.002027027027027026,0.0011224341242036555,0.0020270196600271012,0.0011346076055275243,0.002027027027027026
mutant_mc_dropout_0.15,False,True,True,True,0.0014864864864864865,0.0032655609986367135,0.0011261261261261257,0.0023078717941350446,0.0026126126126126124,0.005573432792771758,0.01581652456005166,0.9985135135135135,0.0014864864864864852,0.002130208839943615,0.0015244314826600264,0.5628823921991191,0.9503410128639558,0.005405405405405406,0.005405405405405404,0.005380803970894716,0.005405386562506356,0.005405405405405404,0.005405405405405404,0.002027027027027027,0.0015765765765765757,0.0011232279058060487,0.002023671809767003,0.0007955090171506852,0.002027027027027026
mutant_mc_dropout_0.2,False,True,True,True,0.002972972972972973,0.004120932084842132,0.002027027027027027,0.002558066822432555,0.005,0.006678998907274688,0.019756231572143106,0.9970270270270271,0.0029729729729729717,0.0038486628503613908,0.0030252126732145594,0.6257354089520251,0.9571752523814099,0.006756756756756757,0.006756756756756755,0.006731569667483675,0.006756750475790407,0.006756756756756755,0.006756756756756755,0.0033783783783783786,0.002837837837837838,0.001214748749882969,0.0033723686929679714,0.0008140137922990932,0.0007208476056524607
mutant_mc_dropout_0.25,False,True,True,True,0.002972972972972973,0.004026751212315231,0.0022522522522522514,0.0022522522522522514,0.005225225225225225,0.006279003464567483,0.02218906776494536,0.9970270270270271,0.0029729729729729717,0.004000592569990381,0.003037908296338191,0.6876634810802486,0.9624969346212622,0.006756756756756757,0.006756756756756755,0.006724697816347568,0.006756741054340881,0.006756756756756755,0.006756756756756755,0.0033783783783783786,0.002927927927927927,0.002452930467204854,0.0033769051295789825,3.457669648844865e-05,0.001365407831364692
mutant_mc_dropout_0.3,False,True,True,True,0.0033783783783783786,0.0044476862803755676,0.0028153153153153147,0.0035715803359460687,0.006193693693693694,0.008019266616321635,0.02516685809549659,0.9966216216216216,0.0033783783783783786,0.0046470677246191775,0.003456747427836028,0.7269673365819193,0.9661268899409265,0.010810810810810811,0.010810810810810811,0.010763631470467718,0.010810779405979064,0.010810810810810811,0.010810810810810811,0.005405405405405406,0.00484234234234234,0.0019283084512560474,0.005368820654304915,0.0021207622959120835,0.0020658851757095406
mutant_mc_dropout_0.35,False,True,True,True,0.002702702702702703,0.004054054054054054,0.0033783783783783786,0.004233774543047908,0.006081081081081081,0.008287828597101962,0.02731389307317348,0.9972972972972972,0.0027027027027027016,0.004197413690886752,0.0027931611549805494,0.7652855984597212,0.9689672670633498,0.009459459459459458,0.009459459459459458,0.009416912831235325,0.009459428054627711,0.009459459459459458,0.009459459459459458,0.005405405405405406,0.005405405405405404,0.0020352351104246584,0.00495767853504167,0.002050297808960515,0.0020465690204473294
mutant_mc_dropout_0.4,False,True,True,True,0.005405405405405406,0.0046614726253826734,0.002139639639639639,0.0032202610295343943,0.007545045045045045,0.007881733654917067,0.03225456120479209,0.9945945945945945,0.005405405405405406,0.0070727824537118395,0.005533327694525713,0.8004445264188894,0.9720212728932512,0.014864864864864866,0.014864864864864866,0.014803787388164893,0.014864833460033117,0.014864864864864866,0.014864864864864866,0.006756756756756757,0.006756756756756755,0.0017857561414406447,0.006711688020620271,0.001646404093177697,0.0014465353100150146
mutant_mc_dropout_0.45,False,True,True,True,0.004189189189189189,0.004177416010105297,0.0025900900900900892,0.007094594594594591,0.0067792792792792786,0.011272010604699886,0.03357483560901911,0.9958108108108108,0.004189189189189189,0.005955967516343131,0.0043251568250902645,0.8227573390660757,0.9734979737773354,0.014864864864864866,0.014864864864864866,0.014797716802130045,0.01486481461713407,0.014864864864864866,0.014864864864864866,0.008108108108108109,0.008108108108108102,0.004668331310449165,0.008105672260214147,0.005822685902296368,0.008108108108108102
mutant_mc_dropout_0.5,False,True,True,True,0.00445945945945946,0.0047024268879909065,0.0038288288288288288,0.005936445200810933,0.008288288288288287,0.01063887208880184,0.0367665460390173,0.9955405405405405,0.00445945945945946,0.006760577106970127,0.004637578850402581,0.84589148873262,0.9759049532321719,0.012162162162162163,0.012162162162162163,0.012112373638378394,0.012162137038296765,0.012162162162162163,0.012162162162162163,0.009459459459459458,0.008952702702702698,0.005649336323706053,0.009048691296925674,0.002866379123808058,0.005426470420251053
mutant_mc_dropblock_0.1_1,False,True,True,True,0.001081081081081081,0.0013240485096125284,0.0009009009009008999,0.0018018018018018014,0.0019819819819819813,0.0031258503114143295,0.012359186055578352,0.9989189189189189,0.001081081081081081,0.0016117644060582048,0.0011153570548248723,0.4563461025159145,0.9383938590506712,0.005405405405405406,0.005405405405405406,0.005378780442216435,0.005405380281540007,0.005405405405405406,0.005405405405405406,0.002702702702702703,0.0018018018018018014,0.0013458401359944527,0.0020530501068549392,1.1169462035885135e-05,0.0027027027027027016
